geneID	transcriptID
ENSMUSG00000020238	ENSMUST00000020463
ENSMUSG00000044199	ENSMUST00000053646
ENSMUSG00000034792	ENSMUST00000043709
ENSMUSG00000034781	ENSMUST00000043604
ENSMUSG00000054452	ENSMUST00000002518
ENSMUSG00000034771	ENSMUST00000135211
ENSMUSG00000034771	ENSMUST00000146358
ENSMUSG00000034758	ENSMUST00000142948
ENSMUSG00000034758	ENSMUST00000072020
ENSMUSG00000074862	ENSMUST00000119753
ENSMUSG00000074862	ENSMUST00000121138
ENSMUSG00000074862	ENSMUST00000099442
ENSMUSG00000074862	ENSMUST00000119492
ENSMUSG00000034748	ENSMUST00000119324
ENSMUSG00000034748	ENSMUST00000042923
ENSMUSG00000054708	ENSMUST00000119336
ENSMUSG00000096856	ENSMUST00000105315
ENSMUSG00000096856	ENSMUST00000189672
ENSMUSG00000096795	ENSMUST00000085664
ENSMUSG00000096795	ENSMUST00000200889
ENSMUSG00000094622	ENSMUST00000105316
ENSMUSG00000094622	ENSMUST00000218939
ENSMUSG00000094076	ENSMUST00000099439
ENSMUSG00000094076	ENSMUST00000188096
ENSMUSG00000112640	ENSMUST00000220314
ENSMUSG00000096718	ENSMUST00000219144
ENSMUSG00000096718	ENSMUST00000076281
ENSMUSG00000061371	ENSMUST00000210325
ENSMUSG00000061371	ENSMUST00000105313
ENSMUSG00000112160	ENSMUST00000220287
ENSMUSG00000078435	ENSMUST00000105314
ENSMUSG00000078435	ENSMUST00000201286
ENSMUSG00000062931	ENSMUST00000041264
ENSMUSG00000044581	ENSMUST00000217661
ENSMUSG00000073427	ENSMUST00000210381
ENSMUSG00000094186	ENSMUST00000177934
ENSMUSG00000063320	ENSMUST00000183363
ENSMUSG00000063320	ENSMUST00000079648
ENSMUSG00000063320	ENSMUST00000176200
ENSMUSG00000063320	ENSMUST00000183416
ENSMUSG00000063320	ENSMUST00000185168
ENSMUSG00000034674	ENSMUST00000092266
ENSMUSG00000034674	ENSMUST00000151390
ENSMUSG00000020251	ENSMUST00000020485
ENSMUSG00000020251	ENSMUST00000065815
ENSMUSG00000020246	ENSMUST00000020478
ENSMUSG00000020248	ENSMUST00000130911
ENSMUSG00000020250	ENSMUST00000219962
ENSMUSG00000020250	ENSMUST00000219442
ENSMUSG00000020250	ENSMUST00000020484
ENSMUSG00000020250	ENSMUST00000219368
ENSMUSG00000109864	ENSMUST00000211623
ENSMUSG00000034612	ENSMUST00000040110
ENSMUSG00000034591	ENSMUST00000039956
ENSMUSG00000020255	ENSMUST00000020488
ENSMUSG00000020256	ENSMUST00000020497
ENSMUSG00000020256	ENSMUST00000146640
ENSMUSG00000034560	ENSMUST00000038388
ENSMUSG00000020263	ENSMUST00000020500
ENSMUSG00000087651	ENSMUST00000150459
ENSMUSG00000020032	ENSMUST00000020220
ENSMUSG00000046841	ENSMUST00000167671
ENSMUSG00000046841	ENSMUST00000053871
ENSMUSG00000020034	ENSMUST00000020223
ENSMUSG00000034453	ENSMUST00000077175
ENSMUSG00000020037	ENSMUST00000166696
ENSMUSG00000020037	ENSMUST00000095388
ENSMUSG00000020037	ENSMUST00000060397
ENSMUSG00000035620	ENSMUST00000038523
ENSMUSG00000035620	ENSMUST00000095385
ENSMUSG00000050035	ENSMUST00000216889
ENSMUSG00000050035	ENSMUST00000059383
ENSMUSG00000060935	ENSMUST00000095383
ENSMUSG00000049038	ENSMUST00000050813
ENSMUSG00000020038	ENSMUST00000020227
ENSMUSG00000020042	ENSMUST00000105306
ENSMUSG00000020042	ENSMUST00000105307
ENSMUSG00000001785	ENSMUST00000001836
ENSMUSG00000035529	ENSMUST00000220032
ENSMUSG00000035529	ENSMUST00000037646
ENSMUSG00000085111	ENSMUST00000170396
ENSMUSG00000001783	ENSMUST00000001834
ENSMUSG00000050108	ENSMUST00000061699
ENSMUSG00000001786	ENSMUST00000120344
ENSMUSG00000001786	ENSMUST00000117597
ENSMUSG00000001786	ENSMUST00000130320
ENSMUSG00000059602	ENSMUST00000120638
ENSMUSG00000020044	ENSMUST00000020234
ENSMUSG00000020048	ENSMUST00000020238
ENSMUSG00000044937	ENSMUST00000219108
ENSMUSG00000044937	ENSMUST00000075632
ENSMUSG00000054027	ENSMUST00000099396
ENSMUSG00000035459	ENSMUST00000035288
ENSMUSG00000047129	ENSMUST00000169849
ENSMUSG00000020052	ENSMUST00000020243
ENSMUSG00000020051	ENSMUST00000020241
ENSMUSG00000020053	ENSMUST00000121161
ENSMUSG00000020053	ENSMUST00000122100
ENSMUSG00000020053	ENSMUST00000105300
ENSMUSG00000020053	ENSMUST00000095360
ENSMUSG00000020053	ENSMUST00000121952
ENSMUSG00000020053	ENSMUST00000122386
ENSMUSG00000020053	ENSMUST00000062862
ENSMUSG00000035383	ENSMUST00000048621
ENSMUSG00000035365	ENSMUST00000048518
ENSMUSG00000035351	ENSMUST00000169309
ENSMUSG00000035351	ENSMUST00000052355
ENSMUSG00000020056	ENSMUST00000020248
ENSMUSG00000020056	ENSMUST00000171151
ENSMUSG00000020056	ENSMUST00000182183
ENSMUSG00000020057	ENSMUST00000020249
ENSMUSG00000035311	ENSMUST00000020251
ENSMUSG00000020059	ENSMUST00000125612
ENSMUSG00000020059	ENSMUST00000020252
ENSMUSG00000060002	ENSMUST00000020253
ENSMUSG00000060002	ENSMUST00000117440
ENSMUSG00000060002	ENSMUST00000117579
ENSMUSG00000060002	ENSMUST00000073783
ENSMUSG00000020061	ENSMUST00000121629
ENSMUSG00000020061	ENSMUST00000238199
ENSMUSG00000020061	ENSMUST00000119185
ENSMUSG00000004359	ENSMUST00000004473
ENSMUSG00000060904	ENSMUST00000116234
ENSMUSG00000004356	ENSMUST00000004470
ENSMUSG00000020062	ENSMUST00000020255
ENSMUSG00000035189	ENSMUST00000182341
ENSMUSG00000035189	ENSMUST00000182613
ENSMUSG00000035189	ENSMUST00000182790
ENSMUSG00000074802	ENSMUST00000105298
ENSMUSG00000074802	ENSMUST00000220128
ENSMUSG00000074802	ENSMUST00000099374
ENSMUSG00000047638	ENSMUST00000105296
ENSMUSG00000047638	ENSMUST00000105297
ENSMUSG00000047638	ENSMUST00000058126
ENSMUSG00000019935	ENSMUST00000020102
ENSMUSG00000069539	ENSMUST00000174252
ENSMUSG00000069539	ENSMUST00000092227
ENSMUSG00000019948	ENSMUST00000020109
ENSMUSG00000019951	ENSMUST00000020112
ENSMUSG00000058589	ENSMUST00000183156
ENSMUSG00000019979	ENSMUST00000159110
ENSMUSG00000019979	ENSMUST00000020157
ENSMUSG00000019979	ENSMUST00000162618
ENSMUSG00000019975	ENSMUST00000020150
ENSMUSG00000019975	ENSMUST00000020149
ENSMUSG00000061904	ENSMUST00000076694
ENSMUSG00000061904	ENSMUST00000170810
ENSMUSG00000061904	ENSMUST00000164505
ENSMUSG00000019961	ENSMUST00000020123
ENSMUSG00000019988	ENSMUST00000020163
ENSMUSG00000020014	ENSMUST00000020200
ENSMUSG00000020014	ENSMUST00000212902
ENSMUSG00000020014	ENSMUST00000168110
ENSMUSG00000020015	ENSMUST00000069965
ENSMUSG00000008398	ENSMUST00000008542
ENSMUSG00000015889	ENSMUST00000016033
ENSMUSG00000020017	ENSMUST00000129421
ENSMUSG00000015890	ENSMUST00000016034
ENSMUSG00000036168	ENSMUST00000132214
ENSMUSG00000036168	ENSMUST00000092215
ENSMUSG00000020018	ENSMUST00000020203
ENSMUSG00000020019	ENSMUST00000020204
ENSMUSG00000020020	ENSMUST00000216224
ENSMUSG00000036112	ENSMUST00000181091
ENSMUSG00000036112	ENSMUST00000047910
ENSMUSG00000036112	ENSMUST00000181217
ENSMUSG00000036112	ENSMUST00000180840
ENSMUSG00000036099	ENSMUST00000047711
ENSMUSG00000036099	ENSMUST00000118205
ENSMUSG00000036099	ENSMUST00000118077
ENSMUSG00000036099	ENSMUST00000119818
ENSMUSG00000020021	ENSMUST00000020208
ENSMUSG00000005897	ENSMUST00000099343
ENSMUSG00000005897	ENSMUST00000092213
ENSMUSG00000005897	ENSMUST00000105290
ENSMUSG00000020022	ENSMUST00000020209
ENSMUSG00000020022	ENSMUST00000179990
ENSMUSG00000053420	ENSMUST00000065826
ENSMUSG00000020023	ENSMUST00000065060
ENSMUSG00000020023	ENSMUST00000117460
ENSMUSG00000020023	ENSMUST00000121471
ENSMUSG00000020023	ENSMUST00000117929
ENSMUSG00000020024	ENSMUST00000020212
ENSMUSG00000074785	ENSMUST00000099337
ENSMUSG00000045867	ENSMUST00000217809
ENSMUSG00000045867	ENSMUST00000220279
ENSMUSG00000045867	ENSMUST00000053594
ENSMUSG00000020027	ENSMUST00000172070
ENSMUSG00000020027	ENSMUST00000020215
ENSMUSG00000020027	ENSMUST00000119917
ENSMUSG00000020027	ENSMUST00000170690
ENSMUSG00000062981	ENSMUST00000075829
ENSMUSG00000062981	ENSMUST00000218893
ENSMUSG00000074781	ENSMUST00000099329
ENSMUSG00000020029	ENSMUST00000020217
ENSMUSG00000074780	ENSMUST00000218771
ENSMUSG00000074780	ENSMUST00000099328
ENSMUSG00000110353	ENSMUST00000211096
ENSMUSG00000110353	ENSMUST00000210336
ENSMUSG00000036499	ENSMUST00000053484
ENSMUSG00000096486	ENSMUST00000074615
ENSMUSG00000036478	ENSMUST00000038377
ENSMUSG00000019929	ENSMUST00000105287
ENSMUSG00000019929	ENSMUST00000163448
ENSMUSG00000036446	ENSMUST00000038160
ENSMUSG00000019932	ENSMUST00000105286
ENSMUSG00000019936	ENSMUST00000105285
ENSMUSG00000019936	ENSMUST00000020094
ENSMUSG00000047025	ENSMUST00000060703
ENSMUSG00000019943	ENSMUST00000020107
ENSMUSG00000019952	ENSMUST00000020113
ENSMUSG00000019952	ENSMUST00000159228
ENSMUSG00000019952	ENSMUST00000159990
ENSMUSG00000090035	ENSMUST00000161240
ENSMUSG00000055108	ENSMUST00000060761
ENSMUSG00000019960	ENSMUST00000020118
ENSMUSG00000046934	ENSMUST00000056085
ENSMUSG00000019966	ENSMUST00000020129
ENSMUSG00000019966	ENSMUST00000105283
ENSMUSG00000094314	ENSMUST00000186197
ENSMUSG00000091101	ENSMUST00000168769
ENSMUSG00000112931	ENSMUST00000218922
ENSMUSG00000112856	ENSMUST00000219159
ENSMUSG00000096744	ENSMUST00000177945
ENSMUSG00000096640	ENSMUST00000190264
ENSMUSG00000036676	ENSMUST00000058154
ENSMUSG00000036676	ENSMUST00000099318
ENSMUSG00000019971	ENSMUST00000219765
ENSMUSG00000019971	ENSMUST00000164751
ENSMUSG00000019971	ENSMUST00000220346
ENSMUSG00000046567	ENSMUST00000054471
ENSMUSG00000056912	ENSMUST00000188736
ENSMUSG00000056912	ENSMUST00000218464
ENSMUSG00000056912	ENSMUST00000041162
ENSMUSG00000056912	ENSMUST00000190708
ENSMUSG00000019888	ENSMUST00000120748
ENSMUSG00000019888	ENSMUST00000163753
ENSMUSG00000019888	ENSMUST00000179929
ENSMUSG00000019888	ENSMUST00000020039
ENSMUSG00000019890	ENSMUST00000020040
ENSMUSG00000044921	ENSMUST00000219445
ENSMUSG00000044921	ENSMUST00000055355
ENSMUSG00000036602	ENSMUST00000167156
ENSMUSG00000036602	ENSMUST00000219194
ENSMUSG00000036602	ENSMUST00000040859
ENSMUSG00000036602	ENSMUST00000218282
ENSMUSG00000036602	ENSMUST00000217946
ENSMUSG00000019892	ENSMUST00000166240
ENSMUSG00000019894	ENSMUST00000179636
ENSMUSG00000019894	ENSMUST00000074204
ENSMUSG00000091779	ENSMUST00000181634
ENSMUSG00000091779	ENSMUST00000170919
ENSMUSG00000091779	ENSMUST00000180664
ENSMUSG00000097427	ENSMUST00000181287
ENSMUSG00000097878	ENSMUST00000181179
ENSMUSG00000097550	ENSMUST00000181059
ENSMUSG00000097550	ENSMUST00000180568
ENSMUSG00000094144	ENSMUST00000181239
ENSMUSG00000094144	ENSMUST00000179258
ENSMUSG00000094144	ENSMUST00000180889
ENSMUSG00000095022	ENSMUST00000181707
ENSMUSG00000095022	ENSMUST00000177792
ENSMUSG00000095022	ENSMUST00000181703
ENSMUSG00000090854	ENSMUST00000181615
ENSMUSG00000090854	ENSMUST00000181036
ENSMUSG00000090854	ENSMUST00000163113
ENSMUSG00000036019	ENSMUST00000061506
ENSMUSG00000036009	ENSMUST00000046638
ENSMUSG00000019897	ENSMUST00000020049
ENSMUSG00000053825	ENSMUST00000029404
ENSMUSG00000053825	ENSMUST00000217854
ENSMUSG00000035948	ENSMUST00000165067
ENSMUSG00000019906	ENSMUST00000020057
ENSMUSG00000000435	ENSMUST00000000445
ENSMUSG00000035923	ENSMUST00000044210
ENSMUSG00000035916	ENSMUST00000050702
ENSMUSG00000091455	ENSMUST00000165341
ENSMUSG00000019907	ENSMUST00000219263
ENSMUSG00000019907	ENSMUST00000070663
ENSMUSG00000035873	ENSMUST00000218332
ENSMUSG00000035873	ENSMUST00000095313
ENSMUSG00000035864	ENSMUST00000105276
ENSMUSG00000035864	ENSMUST00000064054
ENSMUSG00000112039	ENSMUST00000218023
ENSMUSG00000020181	ENSMUST00000032719
ENSMUSG00000020181	ENSMUST00000239301
ENSMUSG00000020185	ENSMUST00000073781
ENSMUSG00000020185	ENSMUST00000173471
ENSMUSG00000020186	ENSMUST00000020403
ENSMUSG00000020186	ENSMUST00000220409
ENSMUSG00000035798	ENSMUST00000041723
ENSMUSG00000020189	ENSMUST00000095310
ENSMUSG00000020189	ENSMUST00000105275
ENSMUSG00000035759	ENSMUST00000040454
ENSMUSG00000058799	ENSMUST00000218828
ENSMUSG00000058799	ENSMUST00000219143
ENSMUSG00000058799	ENSMUST00000217908
ENSMUSG00000058799	ENSMUST00000219961
ENSMUSG00000058799	ENSMUST00000065917
ENSMUSG00000020205	ENSMUST00000164773
ENSMUSG00000063334	ENSMUST00000174653
ENSMUSG00000063334	ENSMUST00000163048
ENSMUSG00000056888	ENSMUST00000162508
ENSMUSG00000056888	ENSMUST00000074805
ENSMUSG00000020213	ENSMUST00000073617
ENSMUSG00000020214	ENSMUST00000148897
ENSMUSG00000020214	ENSMUST00000020434
ENSMUSG00000112611	ENSMUST00000220085
ENSMUSG00000035694	ENSMUST00000092176
ENSMUSG00000035694	ENSMUST00000170013
ENSMUSG00000035681	ENSMUST00000219301
ENSMUSG00000035681	ENSMUST00000092175
ENSMUSG00000074748	ENSMUST00000099276
ENSMUSG00000050663	ENSMUST00000239411
ENSMUSG00000050663	ENSMUST00000061632
ENSMUSG00000006764	ENSMUST00000006949
ENSMUSG00000020130	ENSMUST00000020339
ENSMUSG00000020132	ENSMUST00000020343
ENSMUSG00000069520	ENSMUST00000219890
ENSMUSG00000069520	ENSMUST00000217887
ENSMUSG00000069520	ENSMUST00000092170
ENSMUSG00000069520	ENSMUST00000217884
ENSMUSG00000020137	ENSMUST00000218842
ENSMUSG00000034163	ENSMUST00000036044
ENSMUSG00000020140	ENSMUST00000020350
ENSMUSG00000020140	ENSMUST00000172806
ENSMUSG00000020140	ENSMUST00000173740
ENSMUSG00000092210	ENSMUST00000173620
ENSMUSG00000034127	ENSMUST00000179196
ENSMUSG00000034127	ENSMUST00000080630
ENSMUSG00000034127	ENSMUST00000035563
ENSMUSG00000020151	ENSMUST00000063470
ENSMUSG00000020151	ENSMUST00000155606
ENSMUSG00000020151	ENSMUST00000128399
ENSMUSG00000020151	ENSMUST00000105271
ENSMUSG00000020151	ENSMUST00000148731
ENSMUSG00000074734	ENSMUST00000099261
ENSMUSG00000020154	ENSMUST00000218553
ENSMUSG00000020154	ENSMUST00000092167
ENSMUSG00000054934	ENSMUST00000068233
ENSMUSG00000020166	ENSMUST00000164088
ENSMUSG00000020166	ENSMUST00000168036
ENSMUSG00000020166	ENSMUST00000105267
ENSMUSG00000020166	ENSMUST00000167706
ENSMUSG00000020166	ENSMUST00000105265
ENSMUSG00000020166	ENSMUST00000169921
ENSMUSG00000034057	ENSMUST00000048229
ENSMUSG00000064181	ENSMUST00000219109
ENSMUSG00000064181	ENSMUST00000020375
ENSMUSG00000069518	ENSMUST00000092165
ENSMUSG00000020169	ENSMUST00000020378
ENSMUSG00000060187	ENSMUST00000073834
ENSMUSG00000034024	ENSMUST00000047672
ENSMUSG00000020170	ENSMUST00000020381
ENSMUSG00000020171	ENSMUST00000020382
ENSMUSG00000020177	ENSMUST00000020392
ENSMUSG00000020177	ENSMUST00000159193
ENSMUSG00000069516	ENSMUST00000092163
ENSMUSG00000069515	ENSMUST00000092162
ENSMUSG00000055531	ENSMUST00000176670
ENSMUSG00000055531	ENSMUST00000069168
ENSMUSG00000055531	ENSMUST00000177145
ENSMUSG00000055531	ENSMUST00000176686
ENSMUSG00000020183	ENSMUST00000020399
ENSMUSG00000020184	ENSMUST00000020408
ENSMUSG00000020184	ENSMUST00000105263
ENSMUSG00000060181	ENSMUST00000079041
ENSMUSG00000052798	ENSMUST00000064848
ENSMUSG00000052798	ENSMUST00000167943
ENSMUSG00000052681	ENSMUST00000064667
ENSMUSG00000020212	ENSMUST00000020437
ENSMUSG00000020212	ENSMUST00000169817
ENSMUSG00000020212	ENSMUST00000163238
ENSMUSG00000020212	ENSMUST00000164077
ENSMUSG00000074695	ENSMUST00000096691
ENSMUSG00000112216	ENSMUST00000219147
ENSMUSG00000112252	ENSMUST00000219565
ENSMUSG00000090461	ENSMUST00000163808
ENSMUSG00000112814	ENSMUST00000177762
ENSMUSG00000112419	ENSMUST00000179851
ENSMUSG00000112027	ENSMUST00000219760
ENSMUSG00000112781	ENSMUST00000218329
ENSMUSG00000112495	ENSMUST00000177744
ENSMUSG00000112919	ENSMUST00000178998
ENSMUSG00000055170	ENSMUST00000068592
ENSMUSG00000028630	ENSMUST00000004281
ENSMUSG00000020114	ENSMUST00000020315
ENSMUSG00000034813	ENSMUST00000041962
ENSMUSG00000034813	ENSMUST00000138410
ENSMUSG00000034813	ENSMUST00000147454
ENSMUSG00000034813	ENSMUST00000077871
ENSMUSG00000034813	ENSMUST00000148954
ENSMUSG00000034813	ENSMUST00000144825
ENSMUSG00000034813	ENSMUST00000105262
ENSMUSG00000034813	ENSMUST00000147356
ENSMUSG00000034813	ENSMUST00000144959
ENSMUSG00000020228	ENSMUST00000020449
ENSMUSG00000020227	ENSMUST00000020448
ENSMUSG00000020227	ENSMUST00000145665
ENSMUSG00000020225	ENSMUST00000020446
ENSMUSG00000020224	ENSMUST00000130198
ENSMUSG00000020224	ENSMUST00000020444
ENSMUSG00000056758	ENSMUST00000159699
ENSMUSG00000056758	ENSMUST00000072777
ENSMUSG00000051236	ENSMUST00000092143
ENSMUSG00000048661	ENSMUST00000119093
ENSMUSG00000048661	ENSMUST00000119944
ENSMUSG00000020218	ENSMUST00000175867
ENSMUSG00000020218	ENSMUST00000020439
ENSMUSG00000052302	ENSMUST00000064107
ENSMUSG00000034707	ENSMUST00000040344
ENSMUSG00000025795	ENSMUST00000026902
ENSMUSG00000020115	ENSMUST00000020316
ENSMUSG00000034667	ENSMUST00000039810
ENSMUSG00000034667	ENSMUST00000218004
ENSMUSG00000047642	ENSMUST00000120642
ENSMUSG00000053684	ENSMUST00000065600
ENSMUSG00000020121	ENSMUST00000020322
ENSMUSG00000020121	ENSMUST00000081688
ENSMUSG00000034620	ENSMUST00000140299
ENSMUSG00000020123	ENSMUST00000020323
ENSMUSG00000034613	ENSMUST00000161487
ENSMUSG00000034613	ENSMUST00000067918
ENSMUSG00000034602	ENSMUST00000170935
ENSMUSG00000034602	ENSMUST00000037557
ENSMUSG00000034602	ENSMUST00000073792
ENSMUSG00000020124	ENSMUST00000220377
ENSMUSG00000020124	ENSMUST00000020334
ENSMUSG00000044071	ENSMUST00000050756
ENSMUSG00000044071	ENSMUST00000238972
ENSMUSG00000020102	ENSMUST00000211781
ENSMUSG00000020102	ENSMUST00000063318
ENSMUSG00000020102	ENSMUST00000210780
ENSMUSG00000020102	ENSMUST00000105257
ENSMUSG00000020105	ENSMUST00000074807
ENSMUSG00000025436	ENSMUST00000168520
ENSMUSG00000025436	ENSMUST00000026504
ENSMUSG00000078429	ENSMUST00000105256
ENSMUSG00000025432	ENSMUST00000129173
ENSMUSG00000025432	ENSMUST00000026500
ENSMUSG00000040521	ENSMUST00000040560
ENSMUSG00000080115	ENSMUST00000116231
ENSMUSG00000006732	ENSMUST00000120542
ENSMUSG00000006732	ENSMUST00000006915
ENSMUSG00000006724	ENSMUST00000165764
ENSMUSG00000040502	ENSMUST00000040307
ENSMUSG00000006728	ENSMUST00000006911
ENSMUSG00000006736	ENSMUST00000060991
ENSMUSG00000025422	ENSMUST00000217941
ENSMUSG00000025422	ENSMUST00000039259
ENSMUSG00000040462	ENSMUST00000164259
ENSMUSG00000040462	ENSMUST00000080975
ENSMUSG00000006731	ENSMUST00000006914
ENSMUSG00000040441	ENSMUST00000095270
ENSMUSG00000040441	ENSMUST00000222911
ENSMUSG00000019467	ENSMUST00000222006
ENSMUSG00000019467	ENSMUST00000019611
ENSMUSG00000019467	ENSMUST00000167353
ENSMUSG00000019467	ENSMUST00000218654
ENSMUSG00000040415	ENSMUST00000130855
ENSMUSG00000040415	ENSMUST00000116229
ENSMUSG00000040415	ENSMUST00000038217
ENSMUSG00000025417	ENSMUST00000013970
ENSMUSG00000074657	ENSMUST00000099172
ENSMUSG00000074657	ENSMUST00000217895
ENSMUSG00000025410	ENSMUST00000026479
ENSMUSG00000025409	ENSMUST00000119078
ENSMUSG00000025409	ENSMUST00000026476
ENSMUSG00000025408	ENSMUST00000026475
ENSMUSG00000116429	ENSMUST00000230446
ENSMUSG00000040354	ENSMUST00000037290
ENSMUSG00000040354	ENSMUST00000171564
ENSMUSG00000040345	ENSMUST00000219511
ENSMUSG00000040345	ENSMUST00000069548
ENSMUSG00000040345	ENSMUST00000219026
ENSMUSG00000025407	ENSMUST00000026474
ENSMUSG00000047492	ENSMUST00000059718
ENSMUSG00000025405	ENSMUST00000026472
ENSMUSG00000025404	ENSMUST00000166820
ENSMUSG00000025404	ENSMUST00000064793
ENSMUSG00000025404	ENSMUST00000164831
ENSMUSG00000025404	ENSMUST00000105251
ENSMUSG00000025404	ENSMUST00000105249
ENSMUSG00000025404	ENSMUST00000077046
ENSMUSG00000025404	ENSMUST00000105250
ENSMUSG00000025404	ENSMUST00000170336
ENSMUSG00000040287	ENSMUST00000035839
ENSMUSG00000040287	ENSMUST00000160019
ENSMUSG00000040280	ENSMUST00000035735
ENSMUSG00000025403	ENSMUST00000219239
ENSMUSG00000025403	ENSMUST00000026470
ENSMUSG00000040258	ENSMUST00000095266
ENSMUSG00000040249	ENSMUST00000049149
ENSMUSG00000002147	ENSMUST00000092074
ENSMUSG00000025402	ENSMUST00000099157
ENSMUSG00000025402	ENSMUST00000026469
ENSMUSG00000040195	ENSMUST00000118612
ENSMUSG00000040195	ENSMUST00000118728
ENSMUSG00000040195	ENSMUST00000048099
ENSMUSG00000025401	ENSMUST00000079590
ENSMUSG00000025400	ENSMUST00000179960
ENSMUSG00000025400	ENSMUST00000026466
ENSMUSG00000044617	ENSMUST00000054287
ENSMUSG00000058396	ENSMUST00000079692
ENSMUSG00000089789	ENSMUST00000073639
ENSMUSG00000056148	ENSMUST00000052652
ENSMUSG00000069456	ENSMUST00000071646
ENSMUSG00000054052	ENSMUST00000077530
ENSMUSG00000074639	ENSMUST00000092058
ENSMUSG00000040134	ENSMUST00000047199
ENSMUSG00000040127	ENSMUST00000047134
ENSMUSG00000025396	ENSMUST00000219183
ENSMUSG00000025396	ENSMUST00000219447
ENSMUSG00000025396	ENSMUST00000026462
ENSMUSG00000025395	ENSMUST00000178041
ENSMUSG00000025395	ENSMUST00000026461
ENSMUSG00000061315	ENSMUST00000073868
ENSMUSG00000061315	ENSMUST00000092048
ENSMUSG00000071072	ENSMUST00000084771
ENSMUSG00000071072	ENSMUST00000052798
ENSMUSG00000025393	ENSMUST00000026459
ENSMUSG00000040054	ENSMUST00000220049
ENSMUSG00000040054	ENSMUST00000217851
ENSMUSG00000040054	ENSMUST00000045621
ENSMUSG00000040054	ENSMUST00000238829
ENSMUSG00000040054	ENSMUST00000170054
ENSMUSG00000040043	ENSMUST00000099139
ENSMUSG00000040043	ENSMUST00000092033
ENSMUSG00000040043	ENSMUST00000238843
ENSMUSG00000044005	ENSMUST00000044776
ENSMUSG00000051346	ENSMUST00000061995
ENSMUSG00000025389	ENSMUST00000026455
ENSMUSG00000039994	ENSMUST00000105242
ENSMUSG00000039994	ENSMUST00000055539
ENSMUSG00000039994	ENSMUST00000105245
ENSMUSG00000039994	ENSMUST00000105244
ENSMUSG00000051716	ENSMUST00000218722
ENSMUSG00000051716	ENSMUST00000060782
ENSMUSG00000047631	ENSMUST00000050901
ENSMUSG00000047631	ENSMUST00000238970
ENSMUSG00000040033	ENSMUST00000105238
ENSMUSG00000040033	ENSMUST00000085708
ENSMUSG00000025383	ENSMUST00000026449
ENSMUSG00000005682	ENSMUST00000218315
ENSMUSG00000005682	ENSMUST00000005825
ENSMUSG00000005682	ENSMUST00000219721
ENSMUSG00000025381	ENSMUST00000026446
ENSMUSG00000025381	ENSMUST00000219037
ENSMUSG00000005683	ENSMUST00000005826
ENSMUSG00000039914	ENSMUST00000043211
ENSMUSG00000039914	ENSMUST00000220027
ENSMUSG00000039914	ENSMUST00000220227
ENSMUSG00000014498	ENSMUST00000014642
ENSMUSG00000039878	ENSMUST00000167859
ENSMUSG00000039878	ENSMUST00000042666
ENSMUSG00000025374	ENSMUST00000164199
ENSMUSG00000025374	ENSMUST00000026439
ENSMUSG00000025374	ENSMUST00000166608
ENSMUSG00000025373	ENSMUST00000096386
ENSMUSG00000025373	ENSMUST00000171342
ENSMUSG00000025369	ENSMUST00000099131
ENSMUSG00000025369	ENSMUST00000026433
ENSMUSG00000025369	ENSMUST00000105235
ENSMUSG00000090841	ENSMUST00000218127
ENSMUSG00000090841	ENSMUST00000219236
ENSMUSG00000090841	ENSMUST00000164181
ENSMUSG00000090841	ENSMUST00000217969
ENSMUSG00000090841	ENSMUST00000217776
ENSMUSG00000090841	ENSMUST00000217733
ENSMUSG00000039824	ENSMUST00000026428
ENSMUSG00000025366	ENSMUST00000026427
ENSMUSG00000039810	ENSMUST00000040572
ENSMUSG00000093674	ENSMUST00000177163
ENSMUSG00000093674	ENSMUST00000176683
ENSMUSG00000093674	ENSMUST00000176906
ENSMUSG00000093674	ENSMUST00000176010
ENSMUSG00000025364	ENSMUST00000131728
ENSMUSG00000025364	ENSMUST00000026425
ENSMUSG00000018166	ENSMUST00000082059
ENSMUSG00000025362	ENSMUST00000026420
ENSMUSG00000002578	ENSMUST00000221150
ENSMUSG00000002578	ENSMUST00000222067
ENSMUSG00000002578	ENSMUST00000238610
ENSMUSG00000002578	ENSMUST00000238712
ENSMUSG00000002578	ENSMUST00000133342
ENSMUSG00000049858	ENSMUST00000054764
ENSMUSG00000000711	ENSMUST00000000727
ENSMUSG00000025358	ENSMUST00000026416
ENSMUSG00000025358	ENSMUST00000026415
ENSMUSG00000025359	ENSMUST00000054125
ENSMUSG00000025357	ENSMUST00000026414
ENSMUSG00000064030	ENSMUST00000065210
ENSMUSG00000064030	ENSMUST00000163377
ENSMUSG00000025355	ENSMUST00000219404
ENSMUSG00000025355	ENSMUST00000026411
ENSMUSG00000047090	ENSMUST00000051011
ENSMUSG00000025354	ENSMUST00000217745
ENSMUSG00000025354	ENSMUST00000219508
ENSMUSG00000025354	ENSMUST00000026410
ENSMUSG00000025353	ENSMUST00000219524
ENSMUSG00000025353	ENSMUST00000026409
ENSMUSG00000025353	ENSMUST00000219215
ENSMUSG00000078427	ENSMUST00000105230
ENSMUSG00000025352	ENSMUST00000026408
ENSMUSG00000025351	ENSMUST00000105229
ENSMUSG00000025351	ENSMUST00000219317
ENSMUSG00000025351	ENSMUST00000026407
ENSMUSG00000025350	ENSMUST00000026406
