Gene stable ID	Transcript stable ID
ENSMUSG00000058486	ENSMUST00000152488
ENSMUSG00000027881	ENSMUST00000029480
ENSMUSG00000031311	ENSMUST00000147708
ENSMUSG00000031311	ENSMUST00000033673
ENSMUSG00000007122	ENSMUST00000003554
ENSMUSG00000007122	ENSMUST00000170700
ENSMUSG00000060675	ENSMUST00000136465
ENSMUSG00000060675	ENSMUST00000025925
ENSMUSG00000060675	ENSMUST00000141887
ENSMUSG00000060675	ENSMUST00000136756
ENSMUSG00000057836	ENSMUST00000114524
ENSMUSG00000057836	ENSMUST00000074619
ENSMUSG00000037410	ENSMUST00000041767
ENSMUSG00000037410	ENSMUST00000128874
ENSMUSG00000078202	ENSMUST00000104999
ENSMUSG00000051517	ENSMUST00000152134
ENSMUSG00000051517	ENSMUST00000054538
ENSMUSG00000051517	ENSMUST00000136005
ENSMUSG00000024097	ENSMUST00000063417
ENSMUSG00000024097	ENSMUST00000234095
ENSMUSG00000024097	ENSMUST00000234696
ENSMUSG00000024097	ENSMUST00000235069
ENSMUSG00000019088	ENSMUST00000239458
ENSMUSG00000019088	ENSMUST00000075821
ENSMUSG00000019088	ENSMUST00000114189
ENSMUSG00000019088	ENSMUST00000119361
ENSMUSG00000019088	ENSMUST00000239445
ENSMUSG00000019088	ENSMUST00000019232
ENSMUSG00000023000	ENSMUST00000023737
ENSMUSG00000023000	ENSMUST00000229775
ENSMUSG00000033392	ENSMUST00000213663
ENSMUSG00000033392	ENSMUST00000216817
ENSMUSG00000033392	ENSMUST00000111838
ENSMUSG00000033392	ENSMUST00000166734
ENSMUSG00000033392	ENSMUST00000214522
ENSMUSG00000033392	ENSMUST00000163895
ENSMUSG00000023755	ENSMUST00000229348
ENSMUSG00000023755	ENSMUST00000024518
ENSMUSG00000023755	ENSMUST00000229876
ENSMUSG00000023755	ENSMUST00000229556
ENSMUSG00000023755	ENSMUST00000229508
ENSMUSG00000045662	ENSMUST00000197427
ENSMUSG00000045662	ENSMUST00000059946
ENSMUSG00000045662	ENSMUST00000098680
ENSMUSG00000045662	ENSMUST00000106586
ENSMUSG00000045662	ENSMUST00000196533
ENSMUSG00000059555	ENSMUST00000081869
ENSMUSG00000059555	ENSMUST00000142857
ENSMUSG00000059555	ENSMUST00000137920
ENSMUSG00000020664	ENSMUST00000110857
ENSMUSG00000020275	ENSMUST00000102864
ENSMUSG00000039234	ENSMUST00000047923
ENSMUSG00000039234	ENSMUST00000200333
ENSMUSG00000024972	ENSMUST00000099729
ENSMUSG00000024972	ENSMUST00000159983
ENSMUSG00000024972	ENSMUST00000079902
ENSMUSG00000028114	ENSMUST00000090371
ENSMUSG00000028114	ENSMUST00000174323
ENSMUSG00000028114	ENSMUST00000029759
ENSMUSG00000028114	ENSMUST00000174006
ENSMUSG00000022043	ENSMUST00000022623
ENSMUSG00000022043	ENSMUST00000121006
ENSMUSG00000027596	ENSMUST00000137333
ENSMUSG00000027596	ENSMUST00000109697
ENSMUSG00000027596	ENSMUST00000148402
ENSMUSG00000027596	ENSMUST00000029123
ENSMUSG00000002332	ENSMUST00000002403
ENSMUSG00000026640	ENSMUST00000027952
ENSMUSG00000027593	ENSMUST00000109701
ENSMUSG00000027593	ENSMUST00000129137
ENSMUSG00000027593	ENSMUST00000125872
ENSMUSG00000027593	ENSMUST00000029120
ENSMUSG00000027593	ENSMUST00000058089
ENSMUSG00000027593	ENSMUST00000140713
ENSMUSG00000027593	ENSMUST00000116389
ENSMUSG00000028463	ENSMUST00000030183
ENSMUSG00000028463	ENSMUST00000138073
ENSMUSG00000046196	ENSMUST00000134652
ENSMUSG00000046196	ENSMUST00000053168
ENSMUSG00000055760	ENSMUST00000069486
ENSMUSG00000031312	ENSMUST00000033674
ENSMUSG00000019889	ENSMUST00000166468
ENSMUSG00000019889	ENSMUST00000218359
ENSMUSG00000019889	ENSMUST00000218276
ENSMUSG00000019889	ENSMUST00000219621
ENSMUSG00000019889	ENSMUST00000220357
ENSMUSG00000091956	ENSMUST00000171652
ENSMUSG00000105504	ENSMUST00000090127
ENSMUSG00000047990	ENSMUST00000054500
ENSMUSG00000034333	ENSMUST00000041297
ENSMUSG00000028268	ENSMUST00000199325
ENSMUSG00000028268	ENSMUST00000106222
ENSMUSG00000028268	ENSMUST00000128609
ENSMUSG00000028268	ENSMUST00000029935
ENSMUSG00000028268	ENSMUST00000106221
ENSMUSG00000028268	ENSMUST00000142060
ENSMUSG00000074656	ENSMUST00000099173
ENSMUSG00000074656	ENSMUST00000161172
ENSMUSG00000074656	ENSMUST00000166171
ENSMUSG00000035284	ENSMUST00000077879
ENSMUSG00000035284	ENSMUST00000213168
ENSMUSG00000040253	ENSMUST00000171263
ENSMUSG00000040253	ENSMUST00000045097
ENSMUSG00000040264	ENSMUST00000029936
ENSMUSG00000084897	ENSMUST00000130870
ENSMUSG00000094928	ENSMUST00000178823
ENSMUSG00000021545	ENSMUST00000022028
ENSMUSG00000021545	ENSMUST00000233043
ENSMUSG00000032382	ENSMUST00000034946
ENSMUSG00000032382	ENSMUST00000137542
ENSMUSG00000073386	ENSMUST00000063481
ENSMUSG00000073386	ENSMUST00000233337
ENSMUSG00000073386	ENSMUST00000233614
ENSMUSG00000089837	ENSMUST00000023060
ENSMUSG00000089837	ENSMUST00000089299
ENSMUSG00000026489	ENSMUST00000027766
ENSMUSG00000026489	ENSMUST00000160879
ENSMUSG00000026489	ENSMUST00000161300
ENSMUSG00000026489	ENSMUST00000162769
ENSMUSG00000026489	ENSMUST00000161379
ENSMUSG00000026489	ENSMUST00000160482
ENSMUSG00000026489	ENSMUST00000161814
ENSMUSG00000026489	ENSMUST00000162725
ENSMUSG00000026489	ENSMUST00000159914
ENSMUSG00000026489	ENSMUST00000161743
ENSMUSG00000026489	ENSMUST00000161746
ENSMUSG00000026489	ENSMUST00000170472
ENSMUSG00000029848	ENSMUST00000031876
ENSMUSG00000029848	ENSMUST00000185102
ENSMUSG00000029848	ENSMUST00000114997
ENSMUSG00000029848	ENSMUST00000114999
ENSMUSG00000032381	ENSMUST00000034945
ENSMUSG00000089715	ENSMUST00000109627
ENSMUSG00000089715	ENSMUST00000109625
ENSMUSG00000089715	ENSMUST00000109623
ENSMUSG00000089715	ENSMUST00000148358
ENSMUSG00000085861	ENSMUST00000136906
ENSMUSG00000024973	ENSMUST00000025929
ENSMUSG00000024973	ENSMUST00000148558
ENSMUSG00000024973	ENSMUST00000239394
ENSMUSG00000022441	ENSMUST00000156187
ENSMUSG00000022421	ENSMUST00000023057
ENSMUSG00000022421	ENSMUST00000175858
ENSMUSG00000035845	ENSMUST00000162183
ENSMUSG00000035845	ENSMUST00000043087
ENSMUSG00000035845	ENSMUST00000159328
ENSMUSG00000002980	ENSMUST00000003061
ENSMUSG00000002980	ENSMUST00000155244
ENSMUSG00000032380	ENSMUST00000034944
ENSMUSG00000032380	ENSMUST00000238682
ENSMUSG00000039671	ENSMUST00000088113
ENSMUSG00000039671	ENSMUST00000109269
ENSMUSG00000039671	ENSMUST00000109262
ENSMUSG00000039671	ENSMUST00000136842
ENSMUSG00000039671	ENSMUST00000144530
ENSMUSG00000039671	ENSMUST00000153655
ENSMUSG00000039671	ENSMUST00000018050
ENSMUSG00000039671	ENSMUST00000099084
ENSMUSG00000039671	ENSMUST00000177633
ENSMUSG00000039671	ENSMUST00000170272
ENSMUSG00000039671	ENSMUST00000109266
ENSMUSG00000026490	ENSMUST00000097453
ENSMUSG00000026490	ENSMUST00000111117
ENSMUSG00000026490	ENSMUST00000076687
ENSMUSG00000026490	ENSMUST00000097450
ENSMUSG00000026490	ENSMUST00000212756
ENSMUSG00000026490	ENSMUST00000133890
ENSMUSG00000026490	ENSMUST00000143176
ENSMUSG00000026490	ENSMUST00000135056
ENSMUSG00000026490	ENSMUST00000145181
ENSMUSG00000023272	ENSMUST00000024042
ENSMUSG00000090264	ENSMUST00000036765
ENSMUSG00000024483	ENSMUST00000134146
ENSMUSG00000024483	ENSMUST00000155329
ENSMUSG00000024483	ENSMUST00000152060
ENSMUSG00000024483	ENSMUST00000136030
ENSMUSG00000024483	ENSMUST00000037072
ENSMUSG00000024483	ENSMUST00000116653
ENSMUSG00000035828	ENSMUST00000042818
ENSMUSG00000032238	ENSMUST00000034766
ENSMUSG00000032238	ENSMUST00000113624
ENSMUSG00000025260	ENSMUST00000026289
ENSMUSG00000025260	ENSMUST00000112617
ENSMUSG00000117942	ENSMUST00000140061
ENSMUSG00000029847	ENSMUST00000044387
ENSMUSG00000029847	ENSMUST00000201355
ENSMUSG00000029847	ENSMUST00000147169
ENSMUSG00000029847	ENSMUST00000144079
ENSMUSG00000025257	ENSMUST00000026288
ENSMUSG00000018865	ENSMUST00000082365
ENSMUSG00000018865	ENSMUST00000229826
ENSMUSG00000031295	ENSMUST00000033652
ENSMUSG00000031295	ENSMUST00000112377
ENSMUSG00000031295	ENSMUST00000112376
ENSMUSG00000031295	ENSMUST00000139587
ENSMUSG00000031295	ENSMUST00000112380
ENSMUSG00000041268	ENSMUST00000118163
ENSMUSG00000041268	ENSMUST00000123709
ENSMUSG00000041268	ENSMUST00000118600
ENSMUSG00000041268	ENSMUST00000127880
ENSMUSG00000013465	ENSMUST00000059849
ENSMUSG00000013465	ENSMUST00000124900
ENSMUSG00000013465	ENSMUST00000140934
ENSMUSG00000018868	ENSMUST00000230566
ENSMUSG00000018868	ENSMUST00000019012
ENSMUSG00000024757	ENSMUST00000025666
ENSMUSG00000041133	ENSMUST00000045312
ENSMUSG00000020273	ENSMUST00000020513
ENSMUSG00000020273	ENSMUST00000102863
ENSMUSG00000020273	ENSMUST00000145013
ENSMUSG00000000197	ENSMUST00000000201
ENSMUSG00000040525	ENSMUST00000108449
ENSMUSG00000040525	ENSMUST00000043822
ENSMUSG00000022388	ENSMUST00000109371
ENSMUSG00000035051	ENSMUST00000038166
ENSMUSG00000035051	ENSMUST00000086555
ENSMUSG00000041653	ENSMUST00000045289
ENSMUSG00000032235	ENSMUST00000034761
ENSMUSG00000032235	ENSMUST00000125938
ENSMUSG00000032235	ENSMUST00000117610
ENSMUSG00000032235	ENSMUST00000145538
ENSMUSG00000032235	ENSMUST00000117246
ENSMUSG00000036770	ENSMUST00000114363
ENSMUSG00000036770	ENSMUST00000043774
ENSMUSG00000022437	ENSMUST00000023071
ENSMUSG00000055010	ENSMUST00000068360
ENSMUSG00000053303	ENSMUST00000120522
ENSMUSG00000053303	ENSMUST00000065634
ENSMUSG00000062168	ENSMUST00000136888
ENSMUSG00000062168	ENSMUST00000071204
ENSMUSG00000062168	ENSMUST00000135856
ENSMUSG00000038664	ENSMUST00000042824
ENSMUSG00000038664	ENSMUST00000135159
ENSMUSG00000026969	ENSMUST00000028346
ENSMUSG00000036752	ENSMUST00000043584
ENSMUSG00000045257	ENSMUST00000227729
ENSMUSG00000045257	ENSMUST00000061703
ENSMUSG00000061787	ENSMUST00000080813
ENSMUSG00000055691	ENSMUST00000069417
ENSMUSG00000050503	ENSMUST00000056890
ENSMUSG00000031292	ENSMUST00000087104
ENSMUSG00000031292	ENSMUST00000198931
ENSMUSG00000016494	ENSMUST00000016638
ENSMUSG00000016494	ENSMUST00000110815
ENSMUSG00000016942	ENSMUST00000017086
ENSMUSG00000016942	ENSMUST00000230226
ENSMUSG00000016942	ENSMUST00000230020
ENSMUSG00000016942	ENSMUST00000229516
ENSMUSG00000016942	ENSMUST00000230159
ENSMUSG00000016942	ENSMUST00000229124
ENSMUSG00000013160	ENSMUST00000013304
ENSMUSG00000041115	ENSMUST00000112605
ENSMUSG00000041115	ENSMUST00000112604
ENSMUSG00000041115	ENSMUST00000096275
ENSMUSG00000041115	ENSMUST00000168786
ENSMUSG00000033316	ENSMUST00000040001
ENSMUSG00000033316	ENSMUST00000165856
ENSMUSG00000031293	ENSMUST00000033650
ENSMUSG00000031293	ENSMUST00000112368
ENSMUSG00000016493	ENSMUST00000162650
ENSMUSG00000005698	ENSMUST00000005841
ENSMUSG00000032231	ENSMUST00000034756
ENSMUSG00000032231	ENSMUST00000123470
ENSMUSG00000032231	ENSMUST00000134907
ENSMUSG00000032231	ENSMUST00000136282
ENSMUSG00000005705	ENSMUST00000005849
ENSMUSG00000005705	ENSMUST00000194091
ENSMUSG00000005705	ENSMUST00000194654
ENSMUSG00000022044	ENSMUST00000152093
ENSMUSG00000022044	ENSMUST00000074523
ENSMUSG00000022044	ENSMUST00000118426
ENSMUSG00000022044	ENSMUST00000121955
ENSMUSG00000022044	ENSMUST00000120229
ENSMUSG00000022044	ENSMUST00000134440
ENSMUSG00000032925	ENSMUST00000049681
ENSMUSG00000032925	ENSMUST00000132026
ENSMUSG00000038604	ENSMUST00000043531
ENSMUSG00000025586	ENSMUST00000098331
ENSMUSG00000025586	ENSMUST00000130310
ENSMUSG00000025586	ENSMUST00000178892
ENSMUSG00000022438	ENSMUST00000023072
ENSMUSG00000059246	ENSMUST00000071281
ENSMUSG00000032091	ENSMUST00000034599
ENSMUSG00000011958	ENSMUST00000034754
ENSMUSG00000011958	ENSMUST00000085393
ENSMUSG00000011958	ENSMUST00000117450
ENSMUSG00000011958	ENSMUST00000137472
ENSMUSG00000011958	ENSMUST00000165389
ENSMUSG00000025551	ENSMUST00000026631
ENSMUSG00000025551	ENSMUST00000095529
ENSMUSG00000091996	ENSMUST00000171799
ENSMUSG00000054901	ENSMUST00000223878
ENSMUSG00000054901	ENSMUST00000224391
ENSMUSG00000054901	ENSMUST00000225658
ENSMUSG00000054901	ENSMUST00000224966
ENSMUSG00000054901	ENSMUST00000225223
ENSMUSG00000054901	ENSMUST00000225548
ENSMUSG00000054901	ENSMUST00000068175
ENSMUSG00000019297	ENSMUST00000019441
ENSMUSG00000024241	ENSMUST00000068714
ENSMUSG00000033294	ENSMUST00000042147
ENSMUSG00000022219	ENSMUST00000001497
ENSMUSG00000035805	ENSMUST00000042594
ENSMUSG00000035805	ENSMUST00000109368
ENSMUSG00000045875	ENSMUST00000159365
ENSMUSG00000045875	ENSMUST00000054661
ENSMUSG00000045875	ENSMUST00000225182
ENSMUSG00000045875	ENSMUST00000159068
ENSMUSG00000045875	ENSMUST00000161339
ENSMUSG00000028820	ENSMUST00000030623
ENSMUSG00000046460	ENSMUST00000118413
ENSMUSG00000046460	ENSMUST00000060242
ENSMUSG00000027639	ENSMUST00000057725
ENSMUSG00000027639	ENSMUST00000139263
ENSMUSG00000027639	ENSMUST00000109549
ENSMUSG00000027639	ENSMUST00000088523
ENSMUSG00000037493	ENSMUST00000041901
ENSMUSG00000015365	ENSMUST00000146993
ENSMUSG00000015365	ENSMUST00000143030
ENSMUSG00000015365	ENSMUST00000015509
ENSMUSG00000033966	ENSMUST00000086545
ENSMUSG00000033966	ENSMUST00000234602
ENSMUSG00000033966	ENSMUST00000234349
ENSMUSG00000043872	ENSMUST00000106102
ENSMUSG00000043872	ENSMUST00000106099
ENSMUSG00000043872	ENSMUST00000136186
ENSMUSG00000043872	ENSMUST00000055013
ENSMUSG00000000037	ENSMUST00000238603
ENSMUSG00000000037	ENSMUST00000101113
ENSMUSG00000000037	ENSMUST00000087090
ENSMUSG00000000037	ENSMUST00000074802
ENSMUSG00000000037	ENSMUST00000019101
ENSMUSG00000000037	ENSMUST00000077375
ENSMUSG00000000037	ENSMUST00000238361
ENSMUSG00000000037	ENSMUST00000112345
ENSMUSG00000031314	ENSMUST00000118878
ENSMUSG00000031314	ENSMUST00000149274
ENSMUSG00000031314	ENSMUST00000101341
ENSMUSG00000049044	ENSMUST00000090826
ENSMUSG00000049044	ENSMUST00000102698
ENSMUSG00000049044	ENSMUST00000028525
ENSMUSG00000009741	ENSMUST00000214095
ENSMUSG00000009741	ENSMUST00000216558
ENSMUSG00000009741	ENSMUST00000116492
ENSMUSG00000009741	ENSMUST00000084885
ENSMUSG00000009741	ENSMUST00000009885
ENSMUSG00000033543	ENSMUST00000118198
ENSMUSG00000033543	ENSMUST00000119413
ENSMUSG00000033543	ENSMUST00000140305
ENSMUSG00000033543	ENSMUST00000122087
ENSMUSG00000033543	ENSMUST00000119905
ENSMUSG00000015363	ENSMUST00000168863
ENSMUSG00000015363	ENSMUST00000081702
ENSMUSG00000015363	ENSMUST00000169891
ENSMUSG00000015363	ENSMUST00000165690
ENSMUSG00000032507	ENSMUST00000035090
ENSMUSG00000006800	ENSMUST00000109249
ENSMUSG00000006800	ENSMUST00000146497
ENSMUSG00000006800	ENSMUST00000088086
ENSMUSG00000006800	ENSMUST00000139266
ENSMUSG00000006800	ENSMUST00000133395
ENSMUSG00000058441	ENSMUST00000161372
ENSMUSG00000058441	ENSMUST00000162424
ENSMUSG00000058441	ENSMUST00000159960
ENSMUSG00000086596	ENSMUST00000135338
ENSMUSG00000034116	ENSMUST00000169220
ENSMUSG00000034116	ENSMUST00000005889
ENSMUSG00000034116	ENSMUST00000112870
ENSMUSG00000108981	ENSMUST00000141946
ENSMUSG00000108981	ENSMUST00000207353
ENSMUSG00000108981	ENSMUST00000207853
ENSMUSG00000108981	ENSMUST00000207800
ENSMUSG00000108981	ENSMUST00000208920
ENSMUSG00000108981	ENSMUST00000207320
ENSMUSG00000032226	ENSMUST00000034751
ENSMUSG00000053820	ENSMUST00000066460
ENSMUSG00000043518	ENSMUST00000112338
ENSMUSG00000043518	ENSMUST00000061514
ENSMUSG00000032431	ENSMUST00000084881
ENSMUSG00000032224	ENSMUST00000034749
ENSMUSG00000032224	ENSMUST00000123206
ENSMUSG00000032224	ENSMUST00000141775
ENSMUSG00000027678	ENSMUST00000109252
ENSMUSG00000027678	ENSMUST00000088095
ENSMUSG00000045594	ENSMUST00000063042
ENSMUSG00000059493	ENSMUST00000087085
ENSMUSG00000059493	ENSMUST00000081569
ENSMUSG00000032220	ENSMUST00000034745
ENSMUSG00000016481	ENSMUST00000193094
ENSMUSG00000016481	ENSMUST00000194111
ENSMUSG00000016481	ENSMUST00000075451
ENSMUSG00000016481	ENSMUST00000194062
ENSMUSG00000016481	ENSMUST00000191775
ENSMUSG00000079260	ENSMUST00000111820
ENSMUSG00000047898	ENSMUST00000054414
ENSMUSG00000047898	ENSMUST00000215425
ENSMUSG00000047898	ENSMUST00000215959
ENSMUSG00000021690	ENSMUST00000065537
ENSMUSG00000021690	ENSMUST00000220513
ENSMUSG00000079259	ENSMUST00000111816
ENSMUSG00000040855	ENSMUST00000112334
ENSMUSG00000040855	ENSMUST00000101102
ENSMUSG00000029504	ENSMUST00000031478
ENSMUSG00000056167	ENSMUST00000070117
ENSMUSG00000056167	ENSMUST00000216785
ENSMUSG00000056167	ENSMUST00000238809
ENSMUSG00000032279	ENSMUST00000217484
ENSMUSG00000032279	ENSMUST00000167866
ENSMUSG00000032218	ENSMUST00000034742
ENSMUSG00000003072	ENSMUST00000105367
ENSMUSG00000003072	ENSMUST00000105366
ENSMUSG00000003072	ENSMUST00000003156
ENSMUSG00000051786	ENSMUST00000109353
ENSMUSG00000051786	ENSMUST00000041656
ENSMUSG00000003068	ENSMUST00000003152
ENSMUSG00000003068	ENSMUST00000105370
ENSMUSG00000003068	ENSMUST00000152592
ENSMUSG00000028270	ENSMUST00000165774
ENSMUSG00000035757	ENSMUST00000082439
ENSMUSG00000022048	ENSMUST00000022629
ENSMUSG00000032217	ENSMUST00000215848
ENSMUSG00000032217	ENSMUST00000034739
ENSMUSG00000032217	ENSMUST00000213647
ENSMUSG00000032217	ENSMUST00000113595
ENSMUSG00000035640	ENSMUST00000105369
ENSMUSG00000035640	ENSMUST00000142853
ENSMUSG00000035640	ENSMUST00000170219
ENSMUSG00000035640	ENSMUST00000169546
ENSMUSG00000024242	ENSMUST00000234133
ENSMUSG00000024242	ENSMUST00000025089
ENSMUSG00000024242	ENSMUST00000112389
ENSMUSG00000032435	ENSMUST00000047404
ENSMUSG00000032434	ENSMUST00000035007
ENSMUSG00000074768	ENSMUST00000099309
ENSMUSG00000032436	ENSMUST00000035009
ENSMUSG00000032436	ENSMUST00000084867
ENSMUSG00000032436	ENSMUST00000216760
ENSMUSG00000046204	ENSMUST00000089236
ENSMUSG00000046204	ENSMUST00000122431
ENSMUSG00000038000	ENSMUST00000042608
ENSMUSG00000041012	ENSMUST00000047013
ENSMUSG00000032281	ENSMUST00000034822
ENSMUSG00000032281	ENSMUST00000138315
ENSMUSG00000032281	ENSMUST00000128163
ENSMUSG00000032281	ENSMUST00000128624
ENSMUSG00000050627	ENSMUST00000146623
ENSMUSG00000050627	ENSMUST00000129305
ENSMUSG00000050627	ENSMUST00000084853
ENSMUSG00000050357	ENSMUST00000213019
ENSMUSG00000040213	ENSMUST00000106218
ENSMUSG00000040213	ENSMUST00000044392
ENSMUSG00000040213	ENSMUST00000199519
ENSMUSG00000031353	ENSMUST00000033720
ENSMUSG00000031353	ENSMUST00000112327
ENSMUSG00000031353	ENSMUST00000112326
ENSMUSG00000031353	ENSMUST00000138791
ENSMUSG00000031353	ENSMUST00000143681
ENSMUSG00000050621	ENSMUST00000053150
ENSMUSG00000040875	ENSMUST00000183104
ENSMUSG00000040875	ENSMUST00000182384
ENSMUSG00000040875	ENSMUST00000183141
ENSMUSG00000040875	ENSMUST00000182920
ENSMUSG00000040875	ENSMUST00000182363
ENSMUSG00000040875	ENSMUST00000046627
ENSMUSG00000017631	ENSMUST00000094012
ENSMUSG00000017631	ENSMUST00000072740
ENSMUSG00000017631	ENSMUST00000238684
ENSMUSG00000017631	ENSMUST00000065028
ENSMUSG00000017631	ENSMUST00000108408
ENSMUSG00000017631	ENSMUST00000151526
ENSMUSG00000017631	ENSMUST00000176179
ENSMUSG00000017631	ENSMUST00000176024
ENSMUSG00000017631	ENSMUST00000108407
ENSMUSG00000032437	ENSMUST00000035010
ENSMUSG00000038344	ENSMUST00000041370
ENSMUSG00000038344	ENSMUST00000112316
ENSMUSG00000038344	ENSMUST00000112315
ENSMUSG00000038344	ENSMUST00000112314
ENSMUSG00000056880	ENSMUST00000121770
ENSMUSG00000056880	ENSMUST00000119291
ENSMUSG00000056880	ENSMUST00000069651
ENSMUSG00000026616	ENSMUST00000195120
ENSMUSG00000026616	ENSMUST00000193436
ENSMUSG00000026616	ENSMUST00000193801
ENSMUSG00000026616	ENSMUST00000210219
ENSMUSG00000026616	ENSMUST00000082321
ENSMUSG00000026616	ENSMUST00000043104
ENSMUSG00000032440	ENSMUST00000061101
ENSMUSG00000032440	ENSMUST00000035014
ENSMUSG00000022051	ENSMUST00000111115
ENSMUSG00000022051	ENSMUST00000022634
ENSMUSG00000032212	ENSMUST00000216816
ENSMUSG00000032212	ENSMUST00000049263
ENSMUSG00000024245	ENSMUST00000025092
ENSMUSG00000028271	ENSMUST00000029938
ENSMUSG00000032285	ENSMUST00000120452
ENSMUSG00000032285	ENSMUST00000154690
ENSMUSG00000032285	ENSMUST00000070070
ENSMUSG00000031357	ENSMUST00000033723
ENSMUSG00000061559	ENSMUST00000118771
ENSMUSG00000061559	ENSMUST00000130368
ENSMUSG00000061559	ENSMUST00000051822
ENSMUSG00000061559	ENSMUST00000121204
ENSMUSG00000061559	ENSMUST00000127451
ENSMUSG00000042444	ENSMUST00000049031
ENSMUSG00000042444	ENSMUST00000213380
ENSMUSG00000039607	ENSMUST00000111773
ENSMUSG00000039607	ENSMUST00000068962
ENSMUSG00000039607	ENSMUST00000173429
ENSMUSG00000039607	ENSMUST00000174868
ENSMUSG00000039607	ENSMUST00000164018
ENSMUSG00000039607	ENSMUST00000239475
ENSMUSG00000039607	ENSMUST00000111772
ENSMUSG00000039607	ENSMUST00000044901
ENSMUSG00000039607	ENSMUST00000172469
ENSMUSG00000039607	ENSMUST00000172564
ENSMUSG00000042118	ENSMUST00000015941
ENSMUSG00000024246	ENSMUST00000025093
ENSMUSG00000034160	ENSMUST00000119299
ENSMUSG00000034160	ENSMUST00000044475
ENSMUSG00000040808	ENSMUST00000038769
ENSMUSG00000031360	ENSMUST00000112301
ENSMUSG00000031360	ENSMUST00000112303
ENSMUSG00000031360	ENSMUST00000101095
ENSMUSG00000031360	ENSMUST00000033727
ENSMUSG00000031360	ENSMUST00000112302
ENSMUSG00000031360	ENSMUST00000112300
ENSMUSG00000054640	ENSMUST00000234131
ENSMUSG00000054640	ENSMUST00000235015
ENSMUSG00000054640	ENSMUST00000163123
ENSMUSG00000054640	ENSMUST00000234923
ENSMUSG00000054640	ENSMUST00000086538
ENSMUSG00000054640	ENSMUST00000163680
ENSMUSG00000022052	ENSMUST00000089230
ENSMUSG00000022052	ENSMUST00000225380
ENSMUSG00000050232	ENSMUST00000056614
ENSMUSG00000045010	ENSMUST00000147742
ENSMUSG00000045010	ENSMUST00000056225
ENSMUSG00000046774	ENSMUST00000151231
ENSMUSG00000118638	ENSMUST00000239206
ENSMUSG00000024247	ENSMUST00000170794
ENSMUSG00000024247	ENSMUST00000170758
ENSMUSG00000004591	ENSMUST00000043812
ENSMUSG00000004591	ENSMUST00000174422
ENSMUSG00000004591	ENSMUST00000173830
ENSMUSG00000004591	ENSMUST00000174680
ENSMUSG00000079481	ENSMUST00000124279
ENSMUSG00000079481	ENSMUST00000101339
ENSMUSG00000079481	ENSMUST00000144753
ENSMUSG00000049191	ENSMUST00000113631
ENSMUSG00000049191	ENSMUST00000188731
ENSMUSG00000032291	ENSMUST00000034830
ENSMUSG00000062444	ENSMUST00000082090
ENSMUSG00000062444	ENSMUST00000238438
ENSMUSG00000062444	ENSMUST00000238711
ENSMUSG00000062444	ENSMUST00000238692
ENSMUSG00000051586	ENSMUST00000207889
ENSMUSG00000051586	ENSMUST00000238957
ENSMUSG00000051586	ENSMUST00000238920
ENSMUSG00000051586	ENSMUST00000238968
ENSMUSG00000051586	ENSMUST00000212333
ENSMUSG00000051586	ENSMUST00000204302
ENSMUSG00000051586	ENSMUST00000212208
ENSMUSG00000051586	ENSMUST00000077159
ENSMUSG00000051586	ENSMUST00000205030
ENSMUSG00000051586	ENSMUST00000204248
ENSMUSG00000051586	ENSMUST00000207968
ENSMUSG00000051586	ENSMUST00000207993
ENSMUSG00000027978	ENSMUST00000029603
ENSMUSG00000040432	ENSMUST00000044554
ENSMUSG00000046908	ENSMUST00000057569
ENSMUSG00000032089	ENSMUST00000034594
ENSMUSG00000032089	ENSMUST00000176222
ENSMUSG00000004730	ENSMUST00000086763
ENSMUSG00000004730	ENSMUST00000233376
ENSMUSG00000004730	ENSMUST00000233840
ENSMUSG00000004730	ENSMUST00000232808
ENSMUSG00000004730	ENSMUST00000004850
ENSMUSG00000037129	ENSMUST00000034597
ENSMUSG00000068227	ENSMUST00000089398
ENSMUSG00000068227	ENSMUST00000163494
ENSMUSG00000090655	ENSMUST00000234443
ENSMUSG00000090655	ENSMUST00000234508
ENSMUSG00000090655	ENSMUST00000234883
ENSMUSG00000090655	ENSMUST00000234476
ENSMUSG00000090655	ENSMUST00000234401
ENSMUSG00000090655	ENSMUST00000234852
ENSMUSG00000090655	ENSMUST00000165781
ENSMUSG00000090655	ENSMUST00000234578
ENSMUSG00000090655	ENSMUST00000234162
ENSMUSG00000054693	ENSMUST00000067880
ENSMUSG00000054693	ENSMUST00000144537
ENSMUSG00000027641	ENSMUST00000029170
ENSMUSG00000032207	ENSMUST00000034731
ENSMUSG00000032207	ENSMUST00000216798
ENSMUSG00000032207	ENSMUST00000214995
ENSMUSG00000002881	ENSMUST00000186764
ENSMUSG00000002881	ENSMUST00000069792
ENSMUSG00000002881	ENSMUST00000170269
ENSMUSG00000031364	ENSMUST00000033730
ENSMUSG00000083695	ENSMUST00000059320
ENSMUSG00000032204	ENSMUST00000074465
ENSMUSG00000032204	ENSMUST00000113570
ENSMUSG00000032204	ENSMUST00000060917
ENSMUSG00000042102	ENSMUST00000048001
ENSMUSG00000027977	ENSMUST00000132112
ENSMUSG00000027977	ENSMUST00000154668
