GeneID	TransID
ENSG00000130032	ENST00000674441.PRRG3
ENSG00000197971	ENST00000397866.MBP
ENSG00000107338	ENST00000377707.SHB
ENSG00000114026	ENST00000302003.OGG1
ENSG00000121211	ENST00000504860.MND1
ENSG00000253873	ENST00000398587.PCDHGA11
ENSG00000157353	ENST00000288078.FCSK
ENSG00000079785	ENST00000676937.DDX1
ENSG00000119703	ENST00000674094.ZC2HC1C
ENSG00000196418	ENST00000543802.ZNF124
ENSG00000161265	ENST00000378975.U2AF1L4
ENSG00000136861	ENST00000349780.CDK5RAP2
ENSG00000148925	ENST00000530907.BTBD10
ENSG00000160191	ENST00000398234.PDE9A
ENSG00000168781	ENST00000360135.PPIP5K1
ENSG00000167618	ENST00000301202.LAIR2
ENSG00000109654	ENST00000675312.TRIM2
ENSG00000070214	ENST00000374723.SLC44A1
ENSG00000204296	ENST00000527965.TSBP1
ENSG00000100095	ENST00000403121.SEZ6L
ENSG00000196944	ENST00000366475.OR2T4
ENSG00000213638	ENST00000329478.ADAT3
ENSG00000100412	ENST00000216254.ACO2
ENSG00000164638	ENST00000406453.SLC29A4
ENSG00000100299	ENST00000453344.ARSA
ENSG00000139648	ENST00000267119.KRT71
ENSG00000101040	ENST00000461685.ZMYND8
ENSG00000104129	ENST00000220496.DNAJC17
ENSG00000102309	ENST00000373669.PIN4
ENSG00000106258	ENST00000222982.CYP3A5
ENSG00000129682	ENST00000626909.FGF13
ENSG00000060491	ENST00000370461.OGFR
ENSG00000115687	ENST00000358649.PASK
ENSG00000152672	ENST00000426626.CLEC4F
ENSG00000173728	ENST00000308105.C1orf100
ENSG00000060140	ENST00000075503.STYK1
ENSG00000136813	ENST00000684092.ECPAS
ENSG00000166598	ENST00000680762.HSP90B1
ENSG00000187288	ENST00000383817.CIDEC
ENSG00000197857	ENST00000355684.ZNF44
ENSG00000186965	ENST00000334055.KRTAP19-2
ENSG00000158008	ENST00000374280.EXTL1
ENSG00000131051	ENST00000528062.RBM39
ENSG00000111790	ENST00000327214.FGFR1OP2
ENSG00000122862	ENST00000242465.SRGN
ENSG00000076826	ENST00000160298.CAMSAP3
ENSG00000120457	ENST00000529694.KCNJ5
ENSG00000185013	ENST00000359846.NT5C1B
ENSG00000118894	ENST00000427587.EEF2KMT
ENSG00000163539	ENST00000399362.CLASP2
ENSG00000069764	ENST00000438167.PLA2G10
ENSG00000135821	ENST00000642379.GLUL
ENSG00000102125	ENST00000601016.TAZ
ENSG00000177889	ENST00000318066.UBE2N
ENSG00000173838	ENST00000311269.MARCHF10
ENSG00000169248	ENST00000503860.CXCL11
ENSG00000170374	ENST00000536324.SP7
ENSG00000146859	ENST00000275767.TMEM140
ENSG00000173926	ENST00000308660.MARCHF3
ENSG00000150672	ENST00000524982.DLG2
ENSG00000170345	ENST00000535987.FOS
ENSG00000278540	ENST00000614428.ACACA
ENSG00000109089	ENST00000337231.CDR2L
ENSG00000198930	ENST00000370291.CSAG1
ENSG00000188779	ENST00000554240.SKOR1
ENSG00000221988	ENST00000395523.PPT2
ENSG00000131174	ENST00000650309.COX7B
ENSG00000150459	ENST00000621421.SAP18
ENSG00000112851	ENST00000380943.ERBIN
ENSG00000160691	ENST00000368445.SHC1
ENSG00000164535	ENST00000297056.DAGLB
ENSG00000018510	ENST00000680155.AGPS
ENSG00000185624	ENST00000576390.P4HB
ENSG00000112337	ENST00000377850.SLC17A2
ENSG00000196873	ENST00000618217.CBWD3
ENSG00000215910	ENST00000433342.C1orf167
ENSG00000160593	ENST00000526620.JAML
ENSG00000136811	ENST00000434106.ODF2
ENSG00000144278	ENST00000409237.GALNT13
ENSG00000162078	ENST00000572863.ZG16B
ENSG00000187791	ENST00000603640.FAM205C
ENSG00000204314	ENST00000211413.PRRT1
ENSG00000159423	ENST00000538839.ALDH4A1
ENSG00000118007	ENST00000383202.STAG1
ENSG00000155052	ENST00000682447.CNTNAP5
ENSG00000136603	ENST00000426052.SKIL
ENSG00000156265	ENST00000341618.MAP3K7CL
ENSG00000133835	ENST00000414835.HSD17B4
ENSG00000161082	ENST00000292672.CELF5
ENSG00000198890	ENST00000370078.PRMT6
ENSG00000167100	ENST00000503131.SAMD14
ENSG00000165828	ENST00000463201.PRAP1
ENSG00000135241	ENST00000426128.PNPLA8
ENSG00000131368	ENST00000449354.MRPS25
ENSG00000117114	ENST00000674407.ADGRL2
ENSG00000189320	ENST00000415751.FAM180A
ENSG00000187109	ENST00000535020.NAP1L1
ENSG00000188199	ENST00000429828.NUTM2B
ENSG00000171885	ENST00000672981.AQP4
ENSG00000137936	ENST00000370244.BCAR3
ENSG00000100813	ENST00000555053.ACIN1
ENSG00000214530	ENST00000538536.STARD10
ENSG00000166451	ENST00000393335.CENPN
ENSG00000105855	ENST00000222573.ITGB8
ENSG00000258890	ENST00000556440.CEP95
ENSG00000138867	ENST00000435822.GUCD1
ENSG00000120498	ENST00000395889.TEX11
ENSG00000164209	ENST00000447245.SLC25A46
ENSG00000172377	ENST00000641439.OR9I1
ENSG00000156171	ENST00000484310.DRAM2
ENSG00000162236	ENST00000394690.STX5
ENSG00000180596	ENST00000314332.H2BC4
ENSG00000168827	ENST00000486715.GFM1
ENSG00000065970	ENST00000428177.FOXJ2
ENSG00000228594	ENST00000422725.FNDC10
ENSG00000138674	ENST00000355196.SEC31A
ENSG00000182185	ENST00000471583.RAD51B
ENSG00000085999	ENST00000671528.RAD54L
ENSG00000149972	ENST00000279463.CNTN5
ENSG00000143353	ENST00000366928.LYPLAL1
ENSG00000110245	ENST00000375345.APOC3
ENSG00000109501	ENST00000673991.WFS1
ENSG00000102804	ENST00000261489.TSC22D1
ENSG00000147689	ENST00000518448.FAM83A
ENSG00000147162	ENST00000373719.OGT
ENSG00000275464	ENST00000617716.FP565260.1
ENSG00000172995	ENST00000417925.ARPP21
ENSG00000099954	ENST00000262608.CECR2
ENSG00000064309	ENST00000392693.CDON
ENSG00000109099	ENST00000395938.PMP22
ENSG00000165795	ENST00000298684.NDRG2
ENSG00000135686	ENST00000564996.KLHL36
ENSG00000228517	ENST00000434883.CT47A7
ENSG00000068650	ENST00000487903.ATP11A
ENSG00000158195	ENST00000618852.WASF2
ENSG00000196578	ENST00000358642.OR5AC2
ENSG00000101019	ENST00000349714.UQCC1
ENSG00000105983	ENST00000353442.LMBR1
ENSG00000142330	ENST00000404753.CAPN10
ENSG00000107036	ENST00000414202.RIC1
ENSG00000110074	ENST00000263578.FOXRED1
ENSG00000085265	ENST00000616356.FCN1
ENSG00000187094	ENST00000396169.CCK
ENSG00000147202	ENST00000373049.DIAPH2
ENSG00000101199	ENST00000519604.ARFGAP1
ENSG00000185040	ENST00000632547.SPDYE16
ENSG00000101452	ENST00000373323.DHX35
ENSG00000183307	ENST00000331437.TMEM121B
ENSG00000166896	ENST00000300145.ATP23
ENSG00000186847	ENST00000167586.KRT14
ENSG00000150776	ENST00000280352.NKAPD1
ENSG00000164181	ENST00000425382.ELOVL7
ENSG00000169282	ENST00000471742.KCNAB1
ENSG00000256870	ENST00000536262.SLC5A8
ENSG00000066427	ENST00000617719.ATXN3
ENSG00000164051	ENST00000395694.CCDC51
ENSG00000184863	ENST00000401878.RBM33
ENSG00000034152	ENST00000342679.MAP2K3
ENSG00000164896	ENST00000540185.FASTK
ENSG00000125522	ENST00000369768.NPBWR2
ENSG00000169676	ENST00000304374.DRD5
ENSG00000158864	ENST00000676600.NDUFS2
ENSG00000182511	ENST00000444422.FES
ENSG00000163297	ENST00000681710.ANTXR2
ENSG00000001631	ENST00000394507.KRIT1
ENSG00000183747	ENST00000417235.ACSM2A
ENSG00000125775	ENST00000360779.SDCBP2
ENSG00000084710	ENST00000405108.EFR3B
ENSG00000188385	ENST00000669493.JAKMIP3
ENSG00000124205	ENST00000371025.EDN3
ENSG00000125740	ENST00000586615.FOSB
ENSG00000090097	ENST00000471622.PCBP4
ENSG00000095713	ENST00000370591.CRTAC1
ENSG00000115159	ENST00000409125.GPD2
ENSG00000125788	ENST00000382398.DEFB126
ENSG00000113971	ENST00000337331.NPHP3
ENSG00000129197	ENST00000381209.RPAIN
ENSG00000198301	ENST00000356260.SDAD1
ENSG00000169490	ENST00000456397.TM2D2
ENSG00000168404	ENST00000308807.MLKL
ENSG00000162004	ENST00000345165.CCDC78
ENSG00000102081	ENST00000439526.FMR1
ENSG00000088179	ENST00000263708.PTPN4
ENSG00000167281	ENST00000580155.RBFOX3
ENSG00000133639	ENST00000256015.BTG1
ENSG00000029364	ENST00000336643.SLC39A9
ENSG00000131446	ENST00000333055.MGAT1
ENSG00000106004	ENST00000222726.HOXA5
ENSG00000263001	ENST00000614986.GTF2I
ENSG00000007516	ENST00000397488.BAIAP3
ENSG00000164741	ENST00000512044.DLC1
ENSG00000188868	ENST00000293725.ZNF563
ENSG00000089505	ENST00000533666.CMTM1
ENSG00000204815	ENST00000377540.ODAD4
ENSG00000138814	ENST00000507176.PPP3CA
ENSG00000141837	ENST00000637432.CACNA1A
ENSG00000071564	ENST00000344749.TCF3
ENSG00000101938	ENST00000482160.CHRDL1
ENSG00000094841	ENST00000373383.UPRT
ENSG00000173818	ENST00000517295.ENDOV
ENSG00000187391	ENST00000535697.MAGI2
ENSG00000197629	ENST00000361050.MPEG1
ENSG00000273706	ENST00000614239.LHX1
ENSG00000100116	ENST00000248924.GCAT
ENSG00000133103	ENST00000455146.COG6
ENSG00000164934	ENST00000612750.DCAF13
ENSG00000102786	ENST00000311234.INTS6
ENSG00000063245	ENST00000085079.EPN1
ENSG00000203730	ENST00000367565.TEDDM1
ENSG00000154310	ENST00000460047.TNIK
ENSG00000214113	ENST00000464010.LYRM4
ENSG00000186532	ENST00000305513.SMYD4
ENSG00000175416	ENST00000345807.CLTB
ENSG00000123815	ENST00000243583.COQ8B
ENSG00000256060	ENST00000543226.TRAPPC2B
ENSG00000132688	ENST00000368223.NES
ENSG00000085377	ENST00000652536.PREP
ENSG00000083067	ENST00000396285.TRPM3
ENSG00000175348	ENST00000534025.TMEM9B
ENSG00000166562	ENST00000587834.SEC11C
ENSG00000132471	ENST00000433525.WBP2
ENSG00000166527	ENST00000299665.CLEC4D
ENSG00000158764	ENST00000368029.ITLN2
ENSG00000185313	ENST00000449082.SCN10A
ENSG00000110484	ENST00000525380.SCGB2A2
ENSG00000122335	ENST00000646410.SERAC1
ENSG00000132305	ENST00000449247.IMMT
ENSG00000133687	ENST00000552618.TMTC1
ENSG00000164037	ENST00000296422.SLC9B1
ENSG00000154310	ENST00000475336.TNIK
ENSG00000149305	ENST00000537778.HTR3B
ENSG00000104643	ENST00000526292.MTMR9
ENSG00000100095	ENST00000343706.SEZ6L
ENSG00000146910	ENST00000636446.CNPY1
ENSG00000224902	ENST00000381722.GAGE12H
ENSG00000183844	ENST00000357985.FAM3B
ENSG00000226490	ENST00000427937.AC138647.1
ENSG00000172893	ENST00000683714.DHCR7
ENSG00000197912	ENST00000646303.SPG7
ENSG00000151176	ENST00000280800.PLBD2
ENSG00000108231	ENST00000371418.LGI1
ENSG00000177426	ENST00000343820.TGIF1
ENSG00000163389	ENST00000295588.POGLUT1
ENSG00000204363	ENST00000375511.SPANXN5
ENSG00000198677	ENST00000649566.TTC37
ENSG00000132004	ENST00000587955.FBXW9
ENSG00000131779	ENST00000369306.PEX11B
ENSG00000225828	ENST00000432622.FAM229A
ENSG00000169692	ENST00000371694.AGPAT2
ENSG00000285891	ENST00000648368.MSANTD5
ENSG00000130254	ENST00000252542.SAFB2
ENSG00000161133	ENST00000454608.USP41
ENSG00000083857	ENST00000614102.FAT1
ENSG00000109686	ENST00000514152.SH3D19
ENSG00000275034	ENST00000623491.TP53TG3E
ENSG00000145040	ENST00000273610.UCN2
ENSG00000177494	ENST00000317012.ZBED2
ENSG00000136859	ENST00000373425.ANGPTL2
ENSG00000186871	ENST00000334463.ERCC6L
ENSG00000147573	ENST00000276573.TRIM55
ENSG00000110063	ENST00000263579.DCPS
ENSG00000172061	ENST00000428839.LRRC15
ENSG00000197563	ENST00000640540.PIGN
ENSG00000112742	ENST00000509894.TTK
ENSG00000141161	ENST00000394570.UNC45B
ENSG00000118816	ENST00000237654.CCNI
ENSG00000140153	ENST00000424963.WDR20
ENSG00000261150	ENST00000568225.EPPK1
ENSG00000104938	ENST00000327325.CLEC4M
ENSG00000160953	ENST00000652273.PWWP3A
ENSG00000123353	ENST00000243045.ORMDL2
ENSG00000137880	ENST00000559445.GCHFR
ENSG00000101442	ENST00000243903.ACTR5
ENSG00000108960	ENST00000262065.MMD
ENSG00000107874	ENST00000369937.CUEDC2
ENSG00000139537	ENST00000266984.CCDC65
ENSG00000203485	ENST00000675980.INF2
ENSG00000174306	ENST00000559234.ZHX3
ENSG00000164111	ENST00000501272.ANXA5
ENSG00000145414	ENST00000274054.NAF1
ENSG00000136710	ENST00000409127.CCDC115
ENSG00000117114	ENST00000674208.ADGRL2
ENSG00000122779	ENST00000415680.TRIM24
ENSG00000133424	ENST00000402320.LARGE1
ENSG00000184908	ENST00000375679.CLCNKB
ENSG00000151292	ENST00000360683.CSNK1G3
ENSG00000159917	ENST00000589799.ZNF235
ENSG00000157601	ENST00000288383.MX1
ENSG00000076685	ENST00000676449.NT5C2
ENSG00000106829	ENST00000376552.TLE4
ENSG00000144034	ENST00000409716.TPRKB
ENSG00000146243	ENST00000369940.IRAK1BP1
ENSG00000156113	ENST00000638759.KCNMA1
ENSG00000126602	ENST00000538171.TRAP1
ENSG00000188130	ENST00000215659.MAPK12
ENSG00000176058	ENST00000409012.TPRN
ENSG00000187391	ENST00000354212.MAGI2
ENSG00000150433	ENST00000528724.TMEM218
ENSG00000133107	ENST00000355779.TRPC4
ENSG00000167642	ENST00000587090.SPINT2
ENSG00000140548	ENST00000268154.ZNF710
ENSG00000168610	ENST00000677603.STAT3
ENSG00000179023	ENST00000400664.KLHDC7A
ENSG00000178467	ENST00000343546.P4HTM
ENSG00000188585	ENST00000646925.CLEC20A
ENSG00000080573	ENST00000264828.COL5A3
ENSG00000175221	ENST00000325464.MED16
ENSG00000062822	ENST00000599857.POLD1
ENSG00000151136	ENST00000490090.BTBD11
ENSG00000156453	ENST00000287008.PCDH1
ENSG00000139209	ENST00000266579.SLC38A4
ENSG00000114648	ENST00000232766.KLHL18
ENSG00000178209	ENST00000527096.PLEC
ENSG00000184349	ENST00000333274.EFNA5
ENSG00000116221	ENST00000360840.MRPL37
ENSG00000136122	ENST00000652266.BORA
ENSG00000153294	ENST00000371220.ADGRF4
ENSG00000146678	ENST00000275525.IGFBP1
ENSG00000072832	ENST00000397890.CRMP1
ENSG00000115896	ENST00000437704.PLCL1
ENSG00000111344	ENST00000446861.RASAL1
ENSG00000175718	ENST00000424776.RBMXL3
ENSG00000076641	ENST00000220597.PAG1
ENSG00000183878	ENST00000624098.UTY
ENSG00000185813	ENST00000570391.PCYT2
ENSG00000123415	ENST00000682136.SMUG1
ENSG00000205809	ENST00000536833.KLRC2
ENSG00000108883	ENST00000426333.EFTUD2
ENSG00000147394	ENST00000454925.ZNF185
ENSG00000147421	ENST00000524238.HMBOX1
ENSG00000147144	ENST00000536628.CCDC120
ENSG00000164485	ENST00000349184.IL22RA2
ENSG00000206474	ENST00000622521.OR10C1
ENSG00000060069	ENST00000299543.CTDP1
ENSG00000157933	ENST00000378536.SKI
ENSG00000196090	ENST00000373187.PTPRT
ENSG00000130749	ENST00000253048.ZC3H4
ENSG00000101901	ENST00000610588.ALG13
ENSG00000107798	ENST00000371837.LIPA
ENSG00000274391	ENST00000612746.TPTE
ENSG00000100263	ENST00000216085.RHBDD3
ENSG00000145362	ENST00000672986.ANK2
ENSG00000107745	ENST00000361114.MICU1
ENSG00000172457	ENST00000641668.OR9G4
ENSG00000174885	ENST00000312165.NLRP6
ENSG00000106290	ENST00000472509.TAF6
ENSG00000165802	ENST00000437259.NSMF
ENSG00000119915	ENST00000370005.ELOVL3
ENSG00000135999	ENST00000258484.EPC2
ENSG00000067113	ENST00000264775.PLPP1
ENSG00000241595	ENST00000334109.KRTAP9-4
ENSG00000228607	ENST00000453129.CLDN25
ENSG00000180720	ENST00000682254.CHRM4
ENSG00000086159	ENST00000315520.AQP6
ENSG00000165194	ENST00000255531.PCDH19
ENSG00000123700	ENST00000243457.KCNJ2
ENSG00000099326	ENST00000599369.MZF1
ENSG00000139131	ENST00000324868.YARS2
ENSG00000239571	ENST00000474213.IGKV2D-30
ENSG00000132664	ENST00000377603.POLR3F
ENSG00000139998	ENST00000533601.RAB15
ENSG00000141194	ENST00000641449.OR4D1
ENSG00000007080	ENST00000445755.CCDC124
ENSG00000112312	ENST00000356509.GMNN
ENSG00000116198	ENST00000428079.CEP104
ENSG00000224470	ENST00000683775.ATXN1L
ENSG00000104936	ENST00000458663.DMPK
ENSG00000079156	ENST00000315022.OSBPL6
ENSG00000128918	ENST00000558231.ALDH1A2
ENSG00000151640	ENST00000338492.DPYSL4
ENSG00000135766	ENST00000366641.EGLN1
ENSG00000135248	ENST00000315184.FAM71F1
ENSG00000100505	ENST00000684578.TRIM9
ENSG00000125386	ENST00000382839.FAM193A
ENSG00000119537	ENST00000591902.KDSR
ENSG00000183654	ENST00000332432.MARCHF11
ENSG00000182566	ENST00000328853.CLEC4G
ENSG00000176919	ENST00000371634.C8G
ENSG00000196636	ENST00000432641.SDHAF3
ENSG00000213626	ENST00000401506.LBH
ENSG00000128626	ENST00000308018.MRPS12
ENSG00000139436	ENST00000361006.GIT2
ENSG00000179593	ENST00000572022.ALOX15B
ENSG00000176887	ENST00000322002.SOX11
ENSG00000172785	ENST00000377400.CBWD1
ENSG00000281991	ENST00000615541.TMEM265
ENSG00000131669	ENST00000375446.NINJ1
ENSG00000123358	ENST00000360284.NR4A1
ENSG00000124092	ENST00000422869.CTCFL
ENSG00000183862	ENST00000329903.CNGA2
ENSG00000086991	ENST00000263317.NOX4
ENSG00000101162	ENST00000217133.TUBB1
ENSG00000090316	ENST00000303400.MAEA
ENSG00000081377	ENST00000463569.CDC14B
ENSG00000169045	ENST00000356731.HNRNPH1
ENSG00000126787	ENST00000395425.DLGAP5
ENSG00000066405	ENST00000183605.CLDN18
ENSG00000145349	ENST00000296402.CAMK2D
ENSG00000091409	ENST00000442250.ITGA6
ENSG00000144233	ENST00000681844.AMMECR1L
ENSG00000175224	ENST00000359513.ATG13
ENSG00000100379	ENST00000610767.KCTD17
ENSG00000087263	ENST00000568397.OGFOD1
ENSG00000085563	ENST00000265724.ABCB1
ENSG00000125637	ENST00000441564.PSD4
ENSG00000099783	ENST00000348943.HNRNPM
ENSG00000162517	ENST00000373703.PEF1
ENSG00000166192	ENST00000542035.SENP8
ENSG00000224389	ENST00000425700.C4B
ENSG00000275835	ENST00000620435.TUBGCP5
ENSG00000170615	ENST00000432958.SLC26A5
ENSG00000137161	ENST00000372836.CNPY3
ENSG00000284862	ENST00000476379.CCDC39
ENSG00000272333	ENST00000673918.KMT2B
ENSG00000008382	ENST00000599840.MPND
ENSG00000082397	ENST00000544123.EPB41L3
ENSG00000149403	ENST00000527524.GRIK4
ENSG00000100478	ENST00000216366.AP4S1
ENSG00000158457	ENST00000486685.TSPAN33
ENSG00000227151	ENST00000452123.PRR20D
ENSG00000136003	ENST00000392807.ISCU
ENSG00000160255	ENST00000397850.ITGB2
ENSG00000184343	ENST00000370100.SRPK3
ENSG00000185585	ENST00000373580.OLFML2A
ENSG00000167531	ENST00000301046.LALBA
ENSG00000165023	ENST00000375765.DIRAS2
ENSG00000178078	ENST00000594605.STAP2
ENSG00000169427	ENST00000650269.KCNK9
ENSG00000102125	ENST00000652358.TAZ
ENSG00000075711	ENST00000656428.DLG1
ENSG00000109265	ENST00000541073.CRACD
ENSG00000255150	ENST00000527879.EID3
ENSG00000286135	ENST00000652090.RP11-481L19.2
ENSG00000136891	ENST00000535814.TEX10
ENSG00000174891	ENST00000464171.RSRC1
ENSG00000138778	ENST00000611174.CENPE
ENSG00000163728	ENST00000382584.TTC14
ENSG00000243772	ENST00000342376.KIR2DL3
ENSG00000188508	ENST00000338897.KRTDAP
ENSG00000158828	ENST00000321556.PINK1
ENSG00000232434	ENST00000436881.AJM1
ENSG00000129295	ENST00000519595.LRRC6
ENSG00000106484	ENST00000437945.MEST
ENSG00000093167	ENST00000354379.LRRFIP2
ENSG00000211697	ENST00000390344.TRGV5
ENSG00000107147	ENST00000263604.KCNT1
ENSG00000105341	ENST00000221943.DMAC2
ENSG00000131849	ENST00000254166.ZNF132
ENSG00000100271	ENST00000331018.TTLL1
ENSG00000255823	ENST00000536684.MTRNR2L8
ENSG00000006704	ENST00000424337.GTF2IRD1
ENSG00000110619	ENST00000529772.CARS1
ENSG00000188158	ENST00000617601.NHS
ENSG00000142512	ENST00000525998.SIGLEC10
ENSG00000157017	ENST00000335542.GHRL
ENSG00000173166	ENST00000439222.RAPH1
ENSG00000189325	ENST00000437635.BNIP5
ENSG00000171634	ENST00000306378.BPTF
ENSG00000230062	ENST00000565422.ANKRD66
ENSG00000132694	ENST00000368194.ARHGEF11
ENSG00000204347	ENST00000375366.BTBD17
ENSG00000204842	ENST00000647305.ATXN2
ENSG00000121068	ENST00000240328.TBX2
ENSG00000162627	ENST00000306121.SNX7
ENSG00000164076	ENST00000463537.CAMKV
ENSG00000169297	ENST00000378970.NR0B1
ENSG00000145908	ENST00000274599.ZNF300
ENSG00000167037	ENST00000400358.SGSM1
ENSG00000115762	ENST00000438882.PLEKHB2
ENSG00000101935	ENST00000262844.AMMECR1
ENSG00000184261	ENST00000327876.KCNK12
ENSG00000113558	ENST00000522552.SKP1
ENSG00000225950	ENST00000593537.NTF4
ENSG00000102100	ENST00000635589.SLC35A2
ENSG00000173275	ENST00000339249.ZNF449
ENSG00000173120	ENST00000308783.KDM2A
ENSG00000185624	ENST00000680884.P4HB
ENSG00000265972	ENST00000582401.TXNIP
ENSG00000010310	ENST00000590918.GIPR
ENSG00000138758	ENST00000502584.SEPTIN11
ENSG00000114790	ENST00000356448.ARHGEF26
ENSG00000189099	ENST00000455694.PRSS48
ENSG00000179562	ENST00000321407.GCC1
ENSG00000126012	ENST00000375383.KDM5C
ENSG00000164093	ENST00000644743.PITX2
ENSG00000164296	ENST00000296736.TIGD6
ENSG00000196337	ENST00000597853.CGB7
ENSG00000121060	ENST00000316881.TRIM25
ENSG00000196218	ENST00000359596.RYR1
ENSG00000112175	ENST00000370830.BMP5
ENSG00000136960	ENST00000522826.ENPP2
ENSG00000180316	ENST00000636260.PNPLA1
ENSG00000197062	ENST00000623276.ZSCAN26
ENSG00000144381	ENST00000678170.HSPD1
ENSG00000113013	ENST00000297185.HSPA9
ENSG00000114013	ENST00000469710.CD86
ENSG00000107897	ENST00000679293.ACBD5
ENSG00000125975	ENST00000374345.C20orf173
ENSG00000171790	ENST00000359345.SLFNL1
ENSG00000186687	ENST00000379380.LYRM7
ENSG00000186115	ENST00000011989.CYP4F2
ENSG00000064933	ENST00000624204.PMS1
ENSG00000130167	ENST00000590327.TSPAN16
ENSG00000141556	ENST00000684349.TBCD
ENSG00000151503	ENST00000534548.NCAPD3
ENSG00000220948	ENST00000649162.TRIM51GP
ENSG00000214782	ENST00000398983.MS4A18
ENSG00000165071	ENST00000523829.TMEM71
ENSG00000106868	ENST00000374263.SUSD1
ENSG00000275066	ENST00000622045.SYNRG
ENSG00000182667	ENST00000374786.NTM
ENSG00000145506	ENST00000274150.NKD2
ENSG00000120539	ENST00000375946.MASTL
ENSG00000148204	ENST00000359999.CRB2
ENSG00000117533	ENST00000236192.VAMP4
ENSG00000211866	ENST00000390514.TRAJ23
ENSG00000177556	ENST00000521264.ATOX1
ENSG00000166435	ENST00000321448.XRRA1
ENSG00000104731	ENST00000446344.KLHDC4
ENSG00000131061	ENST00000342427.ZNF341
ENSG00000121851	ENST00000369314.POLR3GL
ENSG00000274588	ENST00000611977.DGKK
ENSG00000204020	ENST00000404459.LIPN
ENSG00000123739	ENST00000502283.PLA2G12A
ENSG00000127507	ENST00000392965.ADGRE2
ENSG00000143570	ENST00000617697.SLC39A1
ENSG00000148248	ENST00000618229.SURF4
ENSG00000164307	ENST00000443439.ERAP1
ENSG00000127022	ENST00000681674.CANX
ENSG00000167840	ENST00000250076.ZNF232
ENSG00000167600	ENST00000310054.CYP2S1
ENSG00000198056	ENST00000338193.PRIM1
ENSG00000109046	ENST00000262394.WSB1
ENSG00000128272	ENST00000675582.ATF4
ENSG00000184226	ENST00000377861.PCDH9
ENSG00000138614	ENST00000569491.INTS14
ENSG00000269526	ENST00000602168.ERVV-1
ENSG00000196421	ENST00000636176.C20orf204
ENSG00000186591	ENST00000473814.UBE2H
ENSG00000161021	ENST00000292599.MAML1
ENSG00000104866	ENST00000221462.PPP1R37
ENSG00000112367	ENST00000675831.FIG4
ENSG00000142892	ENST00000370812.PIGK
ENSG00000069248	ENST00000261396.NUP133
ENSG00000203970	ENST00000393660.DEFB110
ENSG00000132329	ENST00000404910.RAMP1
ENSG00000151704	ENST00000392664.KCNJ1
ENSG00000226979	ENST00000454783.LTA
ENSG00000122642	ENST00000242209.FKBP9
ENSG00000138135	ENST00000371852.CH25H
ENSG00000115657	ENST00000265316.ABCB6
ENSG00000176476	ENST00000317058.SGF29
ENSG00000123219	ENST00000514814.CENPK
ENSG00000149231	ENST00000643839.CCDC82
ENSG00000197461	ENST00000354513.PDGFA
ENSG00000181220	ENST00000644635.ZNF746
ENSG00000240563	ENST00000498273.L1TD1
ENSG00000205944	ENST00000382449.DAZ2
ENSG00000204866	ENST00000434646.IGFL2
ENSG00000179388	ENST00000317216.EGR3
ENSG00000204406	ENST00000407073.MBD5
ENSG00000092421	ENST00000343348.SEMA6A
ENSG00000122971	ENST00000242592.ACADS
ENSG00000184575	ENST00000332707.XPOT
ENSG00000129221	ENST00000576776.AIPL1
ENSG00000095596	ENST00000224356.CYP26A1
ENSG00000156508	ENST00000615060.EEF1A1
ENSG00000057704	ENST00000261226.TMCC3
ENSG00000178662	ENST00000409420.CSRNP3
ENSG00000203880	ENST00000369758.PCMTD2
ENSG00000196628	ENST00000354452.TCF4
ENSG00000250479	ENST00000401675.CHCHD10
ENSG00000102081	ENST00000370477.FMR1
ENSG00000144290	ENST00000272716.SLC4A10
ENSG00000109381	ENST00000394235.ELF2
ENSG00000100564	ENST00000559581.PIGH
ENSG00000162825	ENST00000392971.NBPF20
ENSG00000165416	ENST00000310528.SUGT1
ENSG00000164190	ENST00000448238.NIPBL
ENSG00000108381	ENST00000263080.ASPA
ENSG00000121879	ENST00000263967.PIK3CA
ENSG00000100129	ENST00000412331.EIF3L
ENSG00000149273	ENST00000278572.RPS3
ENSG00000174156	ENST00000211122.GSTA3
ENSG00000137070	ENST00000555003.IL11RA
ENSG00000081377	ENST00000375240.CDC14B
ENSG00000086589	ENST00000199814.RBM22
ENSG00000116815	ENST00000369487.CD58
ENSG00000167642	ENST00000301244.SPINT2
ENSG00000140044	ENST00000267569.JDP2
ENSG00000197386	ENST00000355072.HTT
ENSG00000109193	ENST00000226444.SULT1E1
ENSG00000132031	ENST00000421259.MATN3
ENSG00000237136	ENST00000438731.C4orf51
ENSG00000116991	ENST00000676213.SIPA1L2
ENSG00000102030	ENST00000464845.NAA10
ENSG00000162772	ENST00000366987.ATF3
ENSG00000129675	ENST00000370622.ARHGEF6
ENSG00000114346	ENST00000232458.ECT2
ENSG00000087088	ENST00000415969.BAX
ENSG00000105953	ENST00000449767.OGDH
ENSG00000159352	ENST00000368884.PSMD4
ENSG00000083750	ENST00000262850.RRAGB
ENSG00000189090	ENST00000452267.FAM25G
ENSG00000184166	ENST00000641833.OR1D2
ENSG00000184009	ENST00000573283.ACTG1
ENSG00000111641	ENST00000322166.NOP2
ENSG00000165138	ENST00000353234.ANKS6
ENSG00000156931	ENST00000436792.VPS8
