GeneID	TranscriptID.UNKNOWN
ENSMUSG00000044788	ENSMUST00000056153.Fads6
ENSMUSG00000050201	ENSMUST00000055490.Otop2
ENSMUSG00000045288	ENSMUST00000103037.Ush1g
ENSMUSG00000018862	ENSMUST00000106543.Otop3
ENSMUSG00000018862	ENSMUST00000019006.Otop3
ENSMUSG00000034586	ENSMUST00000044152.Hid1
ENSMUSG00000034586	ENSMUST00000106542.Hid1
ENSMUSG00000050910	ENSMUST00000053288.Cdr2l
ENSMUSG00000018858	ENSMUST00000153983.Mrpl58
ENSMUSG00000018858	ENSMUST00000106539.Mrpl58
ENSMUSG00000018858	ENSMUST00000103036.Mrpl58
ENSMUSG00000034566	ENSMUST00000043931.Atp5h
ENSMUSG00000016940	ENSMUST00000103035.Kctd2
ENSMUSG00000016940	ENSMUST00000106533.Kctd2
ENSMUSG00000070332	ENSMUST00000093914.Trim80
ENSMUSG00000045775	ENSMUST00000106532.Slc16a5
ENSMUSG00000057219	ENSMUST00000035240.Armc7
ENSMUSG00000020736	ENSMUST00000106530.Nt5c
ENSMUSG00000020736	ENSMUST00000021082.Nt5c
ENSMUSG00000020737	ENSMUST00000021083.Jpt1
ENSMUSG00000020738	ENSMUST00000153892.Sumo2
ENSMUSG00000020739	ENSMUST00000021085.Nup85
ENSMUSG00000020740	ENSMUST00000019135.Gga3
ENSMUSG00000020740	ENSMUST00000106508.Gga3
ENSMUSG00000046756	ENSMUST00000058109.Mrps7
ENSMUSG00000020743	ENSMUST00000021087.Mif4gd
ENSMUSG00000020743	ENSMUST00000106506.Mif4gd
ENSMUSG00000020744	ENSMUST00000178003.Slc25a19
ENSMUSG00000059923	ENSMUST00000106499.Grb2
ENSMUSG00000059923	ENSMUST00000021090.Grb2
ENSMUSG00000059923	ENSMUST00000106495.Grb2
ENSMUSG00000020747	ENSMUST00000093912.Tmem94
ENSMUSG00000020747	ENSMUST00000239299.Tmem94
ENSMUSG00000034471	ENSMUST00000041684.Caskin2
ENSMUSG00000020781	ENSMUST00000021134.Tsen54
ENSMUSG00000020781	ENSMUST00000106481.Tsen54
ENSMUSG00000020782	ENSMUST00000103032.Llgl2
ENSMUSG00000020782	ENSMUST00000177736.Llgl2
ENSMUSG00000034427	ENSMUST00000093911.Myo15b
ENSMUSG00000020752	ENSMUST00000021097.Recql5
ENSMUSG00000048442	ENSMUST00000152171.Smim5
ENSMUSG00000075420	ENSMUST00000132961.Smim6
ENSMUSG00000020755	ENSMUST00000140991.Sap30bp
ENSMUSG00000020758	ENSMUST00000021107.Itgb4
ENSMUSG00000020758	ENSMUST00000106461.Itgb4
ENSMUSG00000020758	ENSMUST00000106460.Itgb4
ENSMUSG00000020758	ENSMUST00000068981.Itgb4
ENSMUSG00000020766	ENSMUST00000021114.Galk1
ENSMUSG00000016559	ENSMUST00000106454.H3f3b
ENSMUSG00000020770	ENSMUST00000021116.Unk
ENSMUSG00000020770	ENSMUST00000106452.Unk
ENSMUSG00000057948	ENSMUST00000075036.Unc13d
ENSMUSG00000057948	ENSMUST00000106451.Unc13d
ENSMUSG00000034341	ENSMUST00000074628.Wbp2
ENSMUSG00000034341	ENSMUST00000106444.Wbp2
ENSMUSG00000020773	ENSMUST00000106441.Trim47
ENSMUSG00000020773	ENSMUST00000021120.Trim47
ENSMUSG00000054517	ENSMUST00000067632.Trim65
ENSMUSG00000020775	ENSMUST00000106439.Mrpl38
ENSMUSG00000020776	ENSMUST00000103031.Fbf1
ENSMUSG00000020777	ENSMUST00000072948.Acox1
ENSMUSG00000020777	ENSMUST00000066587.Acox1
ENSMUSG00000020778	ENSMUST00000021130.Ten1
ENSMUSG00000092300	ENSMUST00000174177.Cdk3
ENSMUSG00000034282	ENSMUST00000037007.Evpl
ENSMUSG00000020780	ENSMUST00000106425.Srp68
ENSMUSG00000020780	ENSMUST00000021133.Srp68
ENSMUSG00000020793	ENSMUST00000055872.Galr2
ENSMUSG00000020792	ENSMUST00000021147.Exoc7
ENSMUSG00000020792	ENSMUST00000106411.Exoc7
ENSMUSG00000020792	ENSMUST00000106413.Exoc7
ENSMUSG00000034227	ENSMUST00000036215.Foxj1
ENSMUSG00000052949	ENSMUST00000100202.Rnf157
ENSMUSG00000052949	ENSMUST00000106398.Rnf157
ENSMUSG00000050628	ENSMUST00000057676.Ubald2
ENSMUSG00000070331	ENSMUST00000208602.Qrich2
ENSMUSG00000070331	ENSMUST00000093909.Qrich2
ENSMUSG00000015869	ENSMUST00000106391.Prpsap1
ENSMUSG00000061878	ENSMUST00000106388.Sphk1
ENSMUSG00000061878	ENSMUST00000100201.Sphk1
ENSMUSG00000061878	ENSMUST00000141798.Sphk1
ENSMUSG00000020802	ENSMUST00000082152.Ube2o
ENSMUSG00000020804	ENSMUST00000153476.Aanat
ENSMUSG00000020806	ENSMUST00000103028.Rhbdf2
ENSMUSG00000020810	ENSMUST00000021166.Cygb
ENSMUSG00000075410	ENSMUST00000148484.Prcd
ENSMUSG00000057286	ENSMUST00000079545.St6galnac2
ENSMUSG00000110170	ENSMUST00000144398.St6galnac2
ENSMUSG00000009588	ENSMUST00000009732.St6galnac1
ENSMUSG00000020814	ENSMUST00000021170.Mxra7
ENSMUSG00000020814	ENSMUST00000047715.Mxra7
ENSMUSG00000056962	ENSMUST00000047616.Jmjd6
ENSMUSG00000090266	ENSMUST00000106370.Mettl23
ENSMUSG00000034120	ENSMUST00000092404.Srsf2
ENSMUSG00000020818	ENSMUST00000021173.Mfsd11
ENSMUSG00000020818	ENSMUST00000153084.Mfsd11
ENSMUSG00000043857	ENSMUST00000103027.Mgat5b
ENSMUSG00000020823	ENSMUST00000021177.Sec14l1
ENSMUSG00000020823	ENSMUST00000103026.Sec14l1
ENSMUSG00000020823	ENSMUST00000090433.Sec14l1
ENSMUSG00000059248	ENSMUST00000093907.Septin9
ENSMUSG00000059248	ENSMUST00000106354.Septin9
ENSMUSG00000059248	ENSMUST00000019038.Septin9
ENSMUSG00000059248	ENSMUST00000100193.Septin9
ENSMUSG00000069588	ENSMUST00000092394.Gm11733
ENSMUSG00000025571	ENSMUST00000026658.Tnrc6c
ENSMUSG00000025572	ENSMUST00000026659.Tmc6
ENSMUSG00000050106	ENSMUST00000050874.Tmc8
ENSMUSG00000050106	ENSMUST00000106334.Tmc8
ENSMUSG00000050106	ENSMUST00000117781.Tmc8
ENSMUSG00000025573	ENSMUST00000106331.6030468B19Rik
ENSMUSG00000048277	ENSMUST00000026649.Syngr2
ENSMUSG00000093485	ENSMUST00000132298.Gm20708
ENSMUSG00000048277	ENSMUST00000120928.Syngr2
ENSMUSG00000025574	ENSMUST00000026661.Tk1
ENSMUSG00000017718	ENSMUST00000073388.Afmid
ENSMUSG00000017716	ENSMUST00000081387.Birc5
ENSMUSG00000017716	ENSMUST00000093906.Birc5
ENSMUSG00000070330	ENSMUST00000093905.Tmem235
ENSMUSG00000017713	ENSMUST00000033230.Tha1
ENSMUSG00000053113	ENSMUST00000054002.Socs3
ENSMUSG00000017715	ENSMUST00000132676.Pgs1
ENSMUSG00000033987	ENSMUST00000084803.Dnah17
ENSMUSG00000033987	ENSMUST00000106308.Dnah17
ENSMUSG00000033987	ENSMUST00000132685.Dnah17
ENSMUSG00000017132	ENSMUST00000106302.Cyth1
ENSMUSG00000017132	ENSMUST00000106305.Cyth1
ENSMUSG00000017132	ENSMUST00000017276.Cyth1
ENSMUSG00000033909	ENSMUST00000092382.Usp36
ENSMUSG00000017466	ENSMUST00000017610.Timp2
ENSMUSG00000076433	ENSMUST00000103024.Cep295nl
ENSMUSG00000033880	ENSMUST00000043722.Lgals3bp
ENSMUSG00000025575	ENSMUST00000017620.Cant1
ENSMUSG00000025575	ENSMUST00000106289.Cant1
ENSMUSG00000017446	ENSMUST00000017590.C1qtnf1
ENSMUSG00000033857	ENSMUST00000135383.Engase
ENSMUSG00000025576	ENSMUST00000117731.Rbfox3
ENSMUSG00000025576	ENSMUST00000017576.Rbfox3
ENSMUSG00000025576	ENSMUST00000069343.Rbfox3
ENSMUSG00000025576	ENSMUST00000106278.Rbfox3
ENSMUSG00000025576	ENSMUST00000120061.Rbfox3
ENSMUSG00000046697	ENSMUST00000092373.Enpp7
ENSMUSG00000046697	ENSMUST00000106273.Enpp7
ENSMUSG00000025577	ENSMUST00000026662.Cbx2
ENSMUSG00000025578	ENSMUST00000026663.Cbx8
ENSMUSG00000039989	ENSMUST00000026665.Cbx4
ENSMUSG00000039976	ENSMUST00000036113.Tbc1d16
ENSMUSG00000039976	ENSMUST00000207655.Tbc1d16
ENSMUSG00000039963	ENSMUST00000236813.Ccdc40
ENSMUSG00000039963	ENSMUST00000053440.Ccdc40
ENSMUSG00000025579	ENSMUST00000106259.Gaa
ENSMUSG00000025580	ENSMUST00000026667.Eif4a3
ENSMUSG00000013483	ENSMUST00000106250.Card14
ENSMUSG00000005043	ENSMUST00000005173.Sgsh
ENSMUSG00000005043	ENSMUST00000100172.Sgsh
ENSMUSG00000039908	ENSMUST00000050880.Slc26a11
ENSMUSG00000070327	ENSMUST00000093902.Rnf213
ENSMUSG00000070327	ENSMUST00000131035.Rnf213
ENSMUSG00000039850	ENSMUST00000106244.Endov
ENSMUSG00000025582	ENSMUST00000026670.Nptx1
ENSMUSG00000025583	ENSMUST00000026671.Rptor
ENSMUSG00000025371	ENSMUST00000026434.Chmp6
ENSMUSG00000025372	ENSMUST00000075180.Baiap2
ENSMUSG00000025372	ENSMUST00000103021.Baiap2
ENSMUSG00000025372	ENSMUST00000106231.Baiap2
ENSMUSG00000025372	ENSMUST00000026436.Baiap2
ENSMUSG00000025372	ENSMUST00000106233.Baiap2
ENSMUSG00000025375	ENSMUST00000064307.Aatk
ENSMUSG00000025375	ENSMUST00000103020.Aatk
ENSMUSG00000039781	ENSMUST00000106227.Cep131
ENSMUSG00000039781	ENSMUST00000106229.Cep131
ENSMUSG00000039781	ENSMUST00000180242.Cep131
ENSMUSG00000025377	ENSMUST00000026442.Tepsin
ENSMUSG00000025377	ENSMUST00000093901.Tepsin
ENSMUSG00000025377	ENSMUST00000106225.Tepsin
ENSMUSG00000078572	ENSMUST00000106223.Ndufaf8
ENSMUSG00000078572	ENSMUST00000185558.Ndufaf8
ENSMUSG00000061306	ENSMUST00000103018.Slc38a10
ENSMUSG00000061306	ENSMUST00000179094.Slc38a10
ENSMUSG00000061306	ENSMUST00000076697.Slc38a10
ENSMUSG00000061306	ENSMUST00000053692.Slc38a10
ENSMUSG00000039741	ENSMUST00000122148.Bahcc1
ENSMUSG00000039741	ENSMUST00000044985.Bahcc1
ENSMUSG00000062825	ENSMUST00000071555.Actg1
ENSMUSG00000025380	ENSMUST00000026445.Fscn2
ENSMUSG00000025384	ENSMUST00000026448.Faap100
ENSMUSG00000039703	ENSMUST00000044271.Nploc4
ENSMUSG00000039703	ENSMUST00000103017.Nploc4
ENSMUSG00000039691	ENSMUST00000044105.Tspan10
ENSMUSG00000025386	ENSMUST00000026452.Pde6g
ENSMUSG00000039670	ENSMUST00000044007.Oxld1
ENSMUSG00000049957	ENSMUST00000058370.Ccdc137
ENSMUSG00000057594	ENSMUST00000076921.Arl16
ENSMUSG00000025793	ENSMUST00000106203.Hgs
ENSMUSG00000025793	ENSMUST00000106205.Hgs
ENSMUSG00000039640	ENSMUST00000043627.Mrpl12
ENSMUSG00000025792	ENSMUST00000026899.Slc25a10
ENSMUSG00000025127	ENSMUST00000026119.Gcgr
ENSMUSG00000061111	ENSMUST00000034913.Mcrip1
ENSMUSG00000025129	ENSMUST00000026121.Ppp1r27
ENSMUSG00000025130	ENSMUST00000026122.P4hb
ENSMUSG00000025132	ENSMUST00000106197.Arhgdia
ENSMUSG00000025134	ENSMUST00000026125.Alyref
ENSMUSG00000025135	ENSMUST00000026128.Anapc11
ENSMUSG00000044034	ENSMUST00000106194.Npb
ENSMUSG00000044034	ENSMUST00000106195.Npb
ENSMUSG00000044034	ENSMUST00000061309.Npb
ENSMUSG00000025137	ENSMUST00000026129.Pcyt2
ENSMUSG00000025137	ENSMUST00000106188.Pcyt2
ENSMUSG00000025138	ENSMUST00000080202.Sirt7
ENSMUSG00000051510	ENSMUST00000058162.Mafg
ENSMUSG00000025140	ENSMUST00000170556.Pycr1
ENSMUSG00000025141	ENSMUST00000239158.Myadml2
ENSMUSG00000042988	ENSMUST00000106178.Notum
ENSMUSG00000025142	ENSMUST00000026135.Aspscr1
ENSMUSG00000025142	ENSMUST00000106158.Aspscr1
ENSMUSG00000025142	ENSMUST00000103016.Aspscr1
ENSMUSG00000025144	ENSMUST00000106154.Cenpx
ENSMUSG00000025144	ENSMUST00000106155.Cenpx
ENSMUSG00000025144	ENSMUST00000055424.Cenpx
ENSMUSG00000025144	ENSMUST00000026137.Cenpx
ENSMUSG00000025145	ENSMUST00000026139.Lrrc45
ENSMUSG00000018012	ENSMUST00000018156.Rac3
ENSMUSG00000039450	ENSMUST00000106148.Dcxr
ENSMUSG00000039450	ENSMUST00000026144.Dcxr
ENSMUSG00000025150	ENSMUST00000026148.Cbr2
ENSMUSG00000078249	ENSMUST00000105046.Hmga1b
ENSMUSG00000025158	ENSMUST00000026156.Rfng
ENSMUSG00000025156	ENSMUST00000100134.Gps1
ENSMUSG00000025156	ENSMUST00000208737.Gps1
ENSMUSG00000025156	ENSMUST00000116305.Gps1
ENSMUSG00000025156	ENSMUST00000172809.Gps1
ENSMUSG00000025155	ENSMUST00000106135.Dus1l
ENSMUSG00000025155	ENSMUST00000167023.Dus1l
ENSMUSG00000025153	ENSMUST00000055655.Fasn
ENSMUSG00000025153	ENSMUST00000206589.Fasn
ENSMUSG00000048445	ENSMUST00000056781.Ccdc57
ENSMUSG00000025161	ENSMUST00000168579.Slc16a3
ENSMUSG00000025162	ENSMUST00000239115.Csnk1d
ENSMUSG00000025162	ENSMUST00000070575.Csnk1d
ENSMUSG00000025162	ENSMUST00000018274.Csnk1d
ENSMUSG00000025163	ENSMUST00000026159.Cd7
ENSMUSG00000039364	ENSMUST00000039309.Sectm1b
ENSMUSG00000025165	ENSMUST00000106119.Sectm1a
ENSMUSG00000025165	ENSMUST00000026162.Sectm1a
ENSMUSG00000025165	ENSMUST00000100126.Sectm1a
ENSMUSG00000025165	ENSMUST00000106120.Sectm1a
ENSMUSG00000039337	ENSMUST00000039146.Tex19.2
ENSMUSG00000039329	ENSMUST00000039088.Tex19.1
ENSMUSG00000039321	ENSMUST00000039044.Uts2r
ENSMUSG00000025169	ENSMUST00000026169.Ogfod3
ENSMUSG00000039307	ENSMUST00000038831.Hexdc
ENSMUSG00000039307	ENSMUST00000106117.Hexdc
ENSMUSG00000039294	ENSMUST00000038709.Cybc1
ENSMUSG00000000056	ENSMUST00000103015.Narf
ENSMUSG00000039275	ENSMUST00000106113.Foxk2
ENSMUSG00000025173	ENSMUST00000026173.Wdr45b
ENSMUSG00000025170	ENSMUST00000106107.Rab40b
ENSMUSG00000039253	ENSMUST00000038096.Fn3krp
ENSMUSG00000025175	ENSMUST00000026175.Fn3k
ENSMUSG00000039230	ENSMUST00000103013.Tbcd
ENSMUSG00000039238	ENSMUST00000092298.Zfp750
ENSMUSG00000046605	ENSMUST00000067399.B3gntl1
ENSMUSG00000046605	ENSMUST00000062654.B3gntl1
ENSMUSG00000039208	ENSMUST00000106089.Metrnl
ENSMUSG00000039208	ENSMUST00000036742.Metrnl
ENSMUSG00000039198	ENSMUST00000036690.Ptchd3
ENSMUSG00000020671	ENSMUST00000021001.Rab10
ENSMUSG00000020668	ENSMUST00000020999.Kif3c
ENSMUSG00000037486	ENSMUST00000111215.Asxl2
ENSMUSG00000037486	ENSMUST00000153102.Asxl2
ENSMUSG00000071454	ENSMUST00000173199.Dtnb
ENSMUSG00000071454	ENSMUST00000164578.Dtnb
ENSMUSG00000071454	ENSMUST00000173240.Dtnb
ENSMUSG00000071454	ENSMUST00000174663.Dtnb
ENSMUSG00000071454	ENSMUST00000173736.Dtnb
ENSMUSG00000071454	ENSMUST00000077930.Dtnb
ENSMUSG00000071454	ENSMUST00000174547.Dtnb
ENSMUSG00000020661	ENSMUST00000020991.Dnmt3a
ENSMUSG00000020660	ENSMUST00000020990.Pomc
ENSMUSG00000020658	ENSMUST00000111178.Efr3b
ENSMUSG00000020657	ENSMUST00000020986.Dnajc27
ENSMUSG00000020654	ENSMUST00000124505.Adcy3
ENSMUSG00000020654	ENSMUST00000127756.Adcy3
ENSMUSG00000020652	ENSMUST00000111169.Cenpo
ENSMUSG00000020652	ENSMUST00000140975.Cenpo
ENSMUSG00000020652	ENSMUST00000020981.Cenpo
ENSMUSG00000096199	ENSMUST00000179139.Ptrhd1
ENSMUSG00000020647	ENSMUST00000085814.Ncoa1
ENSMUSG00000020647	ENSMUST00000220434.Ncoa1
ENSMUSG00000020640	ENSMUST00000062580.Itsn2
ENSMUSG00000020640	ENSMUST00000220311.Itsn2
ENSMUSG00000079177	ENSMUST00000111154.Fam228a
ENSMUSG00000079177	ENSMUST00000220978.Fam228a
ENSMUSG00000050545	ENSMUST00000219898.Fam228b
ENSMUSG00000050545	ENSMUST00000053458.Fam228b
ENSMUSG00000050545	ENSMUST00000218575.Fam228b
ENSMUSG00000020639	ENSMUST00000219503.Pfn4
ENSMUSG00000020639	ENSMUST00000178879.Pfn4
ENSMUSG00000037361	ENSMUST00000046207.Sf3b6
ENSMUSG00000020635	ENSMUST00000020964.Fkbp1b
ENSMUSG00000051721	ENSMUST00000220215.Wdcp
ENSMUSG00000051721	ENSMUST00000223551.Wdcp
ENSMUSG00000051721	ENSMUST00000053034.Wdcp
ENSMUSG00000037336	ENSMUST00000045921.Mfsd2b
ENSMUSG00000020634	ENSMUST00000020962.Ubxn2a
ENSMUSG00000052812	ENSMUST00000045664.Atad2b
ENSMUSG00000020627	ENSMUST00000020958.Klhl29
ENSMUSG00000020627	ENSMUST00000218384.Klhl29
ENSMUSG00000020609	ENSMUST00000037811.Apob
ENSMUSG00000037669	ENSMUST00000037383.Ldah
ENSMUSG00000037669	ENSMUST00000218086.Ldah
ENSMUSG00000037660	ENSMUST00000037313.Gdf7
ENSMUSG00000037660	ENSMUST00000220073.Gdf7
ENSMUSG00000020605	ENSMUST00000020927.Hs1bp3
ENSMUSG00000054364	ENSMUST00000067384.Rhob
ENSMUSG00000020600	ENSMUST00000095863.Slc7a15
ENSMUSG00000020594	ENSMUST00000178015.Pum2
ENSMUSG00000020594	ENSMUST00000020915.Pum2
ENSMUSG00000020594	ENSMUST00000111122.Pum2
ENSMUSG00000020594	ENSMUST00000168361.Pum2
ENSMUSG00000020592	ENSMUST00000020911.Sdc1
ENSMUSG00000020585	ENSMUST00000020909.Laptm4a
ENSMUSG00000020583	ENSMUST00000020899.Matn3
ENSMUSG00000066643	ENSMUST00000085745.Wdr35
ENSMUSG00000066643	ENSMUST00000111113.Wdr35
ENSMUSG00000066637	ENSMUST00000085741.Ttc32
ENSMUSG00000066637	ENSMUST00000219488.Ttc32
ENSMUSG00000066637	ENSMUST00000219470.Ttc32
ENSMUSG00000048387	ENSMUST00000057021.Osr1
ENSMUSG00000020622	ENSMUST00000002456.Nt5c1b
ENSMUSG00000020622	ENSMUST00000217944.Nt5c1b
ENSMUSG00000020622	ENSMUST00000218339.Nt5c1b
ENSMUSG00000020622	ENSMUST00000219826.Nt5c1b
ENSMUSG00000020622	ENSMUST00000118657.Nt5c1b
ENSMUSG00000020622	ENSMUST00000223534.Nt5c1b
ENSMUSG00000020621	ENSMUST00000020947.Rdh14
ENSMUSG00000043673	ENSMUST00000217974.Kcns3
ENSMUSG00000047002	ENSMUST00000049877.Msgn1
ENSMUSG00000051235	ENSMUST00000166117.Gen1
ENSMUSG00000020608	ENSMUST00000020931.Smc6
ENSMUSG00000054459	ENSMUST00000072299.Vsnl1
ENSMUSG00000086022	ENSMUST00000124065.Rad51ap2
ENSMUSG00000020589	ENSMUST00000069066.Fam49a
ENSMUSG00000037169	ENSMUST00000043396.Mycn
ENSMUSG00000037149	ENSMUST00000071103.Ddx1
ENSMUSG00000020576	ENSMUST00000042953.Nbas
ENSMUSG00000020607	ENSMUST00000020926.Lratd1
ENSMUSG00000020601	ENSMUST00000020922.Trib2
ENSMUSG00000020593	ENSMUST00000111067.Lpin1
ENSMUSG00000020593	ENSMUST00000239165.Lpin1
ENSMUSG00000020593	ENSMUST00000238839.Lpin1
ENSMUSG00000020593	ENSMUST00000221230.Lpin1
ENSMUSG00000020591	ENSMUST00000111064.Ntsr2
ENSMUSG00000036523	ENSMUST00000162112.Greb1
ENSMUSG00000036523	ENSMUST00000159120.Greb1
ENSMUSG00000057469	ENSMUST00000020908.E2f6
ENSMUSG00000020580	ENSMUST00000020904.Rock2
ENSMUSG00000045679	ENSMUST00000054536.Pqlc3
ENSMUSG00000071398	ENSMUST00000095823.2410004P03Rik
ENSMUSG00000071398	ENSMUST00000190691.2410004P03Rik
ENSMUSG00000051726	ENSMUST00000170580.Kcnf1
ENSMUSG00000020571	ENSMUST00000057288.Pdia6
ENSMUSG00000020571	ENSMUST00000239402.Pdia6
ENSMUSG00000020566	ENSMUST00000095820.Atp6v1c2
ENSMUSG00000020566	ENSMUST00000020884.Atp6v1c2
ENSMUSG00000020566	ENSMUST00000156727.Atp6v1c2
ENSMUSG00000020566	ENSMUST00000221129.Atp6v1c2
ENSMUSG00000061458	ENSMUST00000046011.Nol10
ENSMUSG00000011179	ENSMUST00000171737.Odc1
ENSMUSG00000071379	ENSMUST00000071858.Hpcal1
ENSMUSG00000073197	ENSMUST00000177778.5730507C01Rik
ENSMUSG00000073197	ENSMUST00000063216.5730507C01Rik
ENSMUSG00000095470	ENSMUST00000179133.Gm21863
ENSMUSG00000052632	ENSMUST00000064595.Asap2
ENSMUSG00000052632	ENSMUST00000101562.Asap2
ENSMUSG00000052632	ENSMUST00000090834.Asap2
ENSMUSG00000052632	ENSMUST00000050990.Asap2
ENSMUSG00000062352	ENSMUST00000232072.Itgb1bp1
ENSMUSG00000062352	ENSMUST00000172834.Itgb1bp1
ENSMUSG00000054309	ENSMUST00000067284.Cpsf3
ENSMUSG00000062054	ENSMUST00000076813.Iah1
ENSMUSG00000052593	ENSMUST00000101551.Adam17
ENSMUSG00000052593	ENSMUST00000064536.Adam17
ENSMUSG00000076432	ENSMUST00000135088.Ywhaq
ENSMUSG00000076432	ENSMUST00000155480.Ywhaq
ENSMUSG00000073158	ENSMUST00000101538.9030624G23Rik
ENSMUSG00000059669	ENSMUST00000075954.Taf1b
ENSMUSG00000059669	ENSMUST00000222710.Taf1b
ENSMUSG00000020656	ENSMUST00000085553.Grhl1
ENSMUSG00000020656	ENSMUST00000020985.Grhl1
ENSMUSG00000020653	ENSMUST00000020982.Klf11
ENSMUSG00000062563	ENSMUST00000156453.Cys1
ENSMUSG00000020649	ENSMUST00000020980.Rrm2
ENSMUSG00000020646	ENSMUST00000221952.Mboat2
ENSMUSG00000020646	ENSMUST00000078902.Mboat2
ENSMUSG00000020646	ENSMUST00000110942.Mboat2
ENSMUSG00000036333	ENSMUST00000066652.Kidins220
ENSMUSG00000036333	ENSMUST00000220459.Kidins220
ENSMUSG00000036333	ENSMUST00000222941.Kidins220
ENSMUSG00000020644	ENSMUST00000221761.Id2
ENSMUSG00000020644	ENSMUST00000222667.Id2
ENSMUSG00000020642	ENSMUST00000020971.Rnf144a
ENSMUSG00000020641	ENSMUST00000020970.Rsad2
ENSMUSG00000020638	ENSMUST00000020969.Cmpk2
ENSMUSG00000063632	ENSMUST00000079063.Sox11
ENSMUSG00000020633	ENSMUST00000221349.Dcdc2c
ENSMUSG00000020636	ENSMUST00000020965.Allc
ENSMUSG00000036655	ENSMUST00000036136.Colec11
ENSMUSG00000036655	ENSMUST00000220836.Colec11
ENSMUSG00000061477	ENSMUST00000074267.Rps7
ENSMUSG00000020630	ENSMUST00000020959.Rnaseh1
ENSMUSG00000020629	ENSMUST00000020957.Adi1
ENSMUSG00000020628	ENSMUST00000168129.Trappc12
ENSMUSG00000036613	ENSMUST00000221877.Eipr1
ENSMUSG00000061911	ENSMUST00000218583.Myt1l
ENSMUSG00000061911	ENSMUST00000049784.Myt1l
ENSMUSG00000020674	ENSMUST00000220271.Pxdn
ENSMUSG00000020674	ENSMUST00000122328.Pxdn
ENSMUSG00000020673	ENSMUST00000021005.Tpo
ENSMUSG00000020672	ENSMUST00000021004.Sntg2
ENSMUSG00000043061	ENSMUST00000057151.Tmem18
ENSMUSG00000054204	ENSMUST00000067087.Alkal2
ENSMUSG00000044573	ENSMUST00000062740.Acp1
ENSMUSG00000044573	ENSMUST00000074038.Acp1
ENSMUSG00000020669	ENSMUST00000020997.Sh3yl1
ENSMUSG00000020669	ENSMUST00000110880.Sh3yl1
ENSMUSG00000036136	ENSMUST00000041133.Fam110c
ENSMUSG00000112187	ENSMUST00000219110.Gm6993
ENSMUSG00000002900	ENSMUST00000002979.Lamb1
ENSMUSG00000002900	ENSMUST00000239496.Lamb1
ENSMUSG00000020664	ENSMUST00000110857.Dld
ENSMUSG00000001225	ENSMUST00000001254.Slc26a3
ENSMUSG00000020659	ENSMUST00000064240.Cbll1
ENSMUSG00000020659	ENSMUST00000185739.Cbll1
ENSMUSG00000020659	ENSMUST00000101499.Cbll1
ENSMUSG00000020659	ENSMUST00000085487.Cbll1
ENSMUSG00000020651	ENSMUST00000001253.Slc26a4
ENSMUSG00000020650	ENSMUST00000177962.Bcap29
ENSMUSG00000020648	ENSMUST00000020977.Dus4l
ENSMUSG00000035933	ENSMUST00000036862.Cog5
ENSMUSG00000044067	ENSMUST00000057783.Gpr22
ENSMUSG00000044067	ENSMUST00000236002.Gpr22
ENSMUSG00000002996	ENSMUST00000172314.Hbp1
ENSMUSG00000002996	ENSMUST00000167458.Hbp1
ENSMUSG00000002997	ENSMUST00000036497.Prkar2b
ENSMUSG00000020573	ENSMUST00000053215.Pik3cg
ENSMUSG00000020573	ENSMUST00000217915.Pik3cg
ENSMUSG00000090946	ENSMUST00000172332.Ccdc71l
ENSMUSG00000020572	ENSMUST00000020886.Nampt
ENSMUSG00000020570	ENSMUST00000076698.Sypl
ENSMUSG00000020570	ENSMUST00000020885.Sypl
ENSMUSG00000035860	ENSMUST00000095774.Cdhr3
ENSMUSG00000020564	ENSMUST00000146040.Atxn7l1
ENSMUSG00000020564	ENSMUST00000125192.Atxn7l1
ENSMUSG00000020564	ENSMUST00000090597.Atxn7l1
ENSMUSG00000020564	ENSMUST00000154742.Atxn7l1
ENSMUSG00000020562	ENSMUST00000020878.Efcab10
ENSMUSG00000020561	ENSMUST00000020877.Twistnb
ENSMUSG00000046518	ENSMUST00000061035.Ferd3l
ENSMUSG00000035799	ENSMUST00000049089.Twist1
ENSMUSG00000004698	ENSMUST00000209902.Hdac9
ENSMUSG00000004698	ENSMUST00000209750.Hdac9
ENSMUSG00000004698	ENSMUST00000209990.Hdac9
ENSMUSG00000004698	ENSMUST00000210724.Hdac9
ENSMUSG00000092305	ENSMUST00000134550.Prps1l1
ENSMUSG00000020590	ENSMUST00000163677.Snx13
ENSMUSG00000020590	ENSMUST00000048519.Snx13
ENSMUSG00000019256	ENSMUST00000116436.Ahr
ENSMUSG00000036231	ENSMUST00000042101.Agr3
ENSMUSG00000020581	ENSMUST00000020898.Agr2
ENSMUSG00000020577	ENSMUST00000020896.Tspan13
ENSMUSG00000020547	ENSMUST00000020856.Bzw2
ENSMUSG00000036188	ENSMUST00000041640.Ankmy2
ENSMUSG00000020545	ENSMUST00000221155.Lrrc72
ENSMUSG00000036169	ENSMUST00000041407.Sostdc1
ENSMUSG00000043153	ENSMUST00000221452.Crppa
ENSMUSG00000043153	ENSMUST00000062041.Crppa
ENSMUSG00000043153	ENSMUST00000221895.Crppa
ENSMUSG00000043153	ENSMUST00000223205.Crppa
